Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d011923-0min-rim15-B1-R2,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,54,555.556,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011923-0min-rim15-B1-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28675,54,531.019,95.583,95.583,533768,122412,505660,113634,437368,117713,159315.09,46096.16,29.85,37.66,164570.08,38050.93,32.55,33.49
d011923-0min-rim15-B1-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14157,54,262.167,47.190,99.866,481208,496908,463819,474211,431268,422863,118573.32,140884.67,24.64,28.35,115985.28,142114.62,25.01,29.97
d011923-0min-rim15-B1-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,14176,54,262.519,47.253,47.253,481626,497440,464100,474419,431268,422863,119084.29,141552.76,24.73,28.46,116343.33,142331.08,25.07,30.00
d011923-0min-rim15-B1-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,14157,54,262.167,47.190,47.190,3811,N/A,3157,N/A,4145,N/A,2590.14,N/A,67.96,N/A,1788.02,N/A,56.64,N/A
d011923-0min-rim15-B1-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,14176,54,262.519,47.253,49.437,481626,86,464100,84,431268,86,119084.29,9.08,24.73,10.59,116343.33,8.90,25.07,10.59
d011923-0min-rim15-B1-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28675,54,531.019,95.583,95.583,533768,107,505660,97,437368,86,159315.09,33.18,29.85,31.09,164570.08,23.72,32.55,24.46
d011923-0min-rim15-B1-R2,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,54,555.556,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d011923-0min-rim15-B1-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28418,54,526.259,94.727,94.727,543164,121960,516485,114745,433274,115774,158627.12,44170.79,29.20,36.22,166074.18,37652.85,32.15,32.81
d011923-0min-rim15-B1-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14090,54,260.926,46.967,99.922,481294,498777,465991,477140,433275,406487,115320.72,138053.48,23.96,27.68,114558.28,139792.87,24.58,29.30
d011923-0min-rim15-B1-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,14101,54,261.130,47.003,47.003,481519,499077,466174,477268,433275,406487,115607.46,138422.90,24.01,27.74,114607.94,139991.54,24.58,29.33
d011923-0min-rim15-B1-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,14090,54,260.926,46.967,46.967,3532,N/A,3044,N/A,3578,N/A,2181.74,N/A,61.78,N/A,1590.83,N/A,52.26,N/A
d011923-0min-rim15-B1-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,14101,54,261.130,47.003,49.620,481519,86,466174,85,433275,87,115607.46,8.91,24.01,10.31,114607.94,8.90,24.58,10.47
d011923-0min-rim15-B1-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28418,54,526.259,94.727,94.727,543164,107,516485,98,433274,87,158627.12,31.94,29.20,29.87,166074.18,23.72,32.15,24.21
