GeneID	S3	S4	S19	S20	S20prime
CAGL0D00572g	154	214	414	486	621
CAGL0D00594g	357	528	720	1073	1417
CAGL0D00616g	10026	11737	257	280	337
CAGL0D00627r	6	12	1	8	5
CAGL0D00638g	792	900	432	549	676
CAGL0D00660g	165	237	339	405	555
CAGL0D00682g	421	585	104	165	172
CAGL0D00704g	275	366	2071	2734	3704
CAGL0D00726g	82	121	179	208	275
CAGL0D00748g	553	744	1666	2577	2946
CAGL0D00770g	911	1176	2921	4261	5334
CAGL0D00792g	287	363	547	679	943
CAGL0D00814g	461	654	435	611	770
CAGL0D00836g	821	1021	187	272	303
CAGL0D00858g	6331	7749	195	198	256
CAGL0D00880g	1298	1614	92	133	135
CAGL0D00902g	93	107	280	420	547
CAGL0D00924g	410	453	596	728	880
CAGL0D00946g	52	114	560	751	986
CAGL0D00990g	54	68	1547	1879	2330
CAGL0D01012g	413	564	418	496	660
CAGL0D01034g	5084	5553	3244	3134	3757
CAGL0D01056g	94	142	230	289	395
CAGL0D01078g	1948	2525	1418	2034	2507
CAGL0D01100g	269	338	1587	2395	2846
CAGL0D01122g	467	600	572	777	1002
CAGL0D01144g	325	356	543	674	794
CAGL0D01166g	99	109	120	157	219
CAGL0D01188g	6525	7631	1195	1531	1985
CAGL0D01210g	137	207	130	188	238
CAGL0D01232g	343	521	1588	2137	2919
CAGL0D01254g	0	0	15	21	30
CAGL0D01265g	5	1	663	730	916
CAGL0D01276g	275	365	705	1367	1827
CAGL0D01298g	2967	3764	10150	13690	17662
CAGL0D01320g	212	290	401	515	544
CAGL0D01342g	590	734	530	757	849
CAGL0D01364g	1198	1470	1061	1432	1687
CAGL0D01386g	300	364	432	506	657
CAGL0D01408g	2353	3030	2135	2887	3894
CAGL0D01430g	141	160	192	288	348
CAGL0D01452g	1216	1671	2711	3388	4479
CAGL0D01474g	25	23	254	344	396
CAGL0D01496g	212	255	910	1303	1665
CAGL0D01518g	25	37	83	152	176
CAGL0D01540g	597	730	860	1101	1551
CAGL0D01562g	434	502	268	315	447
CAGL0D01584g	74	85	248	367	436
CAGL0D01606g	389	514	309	469	651
CAGL0D01628g	108	136	95	107	157
CAGL0D01650g	229	272	208	241	307
CAGL0D01672g	410	528	953	1297	1492
CAGL0D01694g	2	0	4	6	6
CAGL0D01716g	1547	1737	915	897	1203
CAGL0D01738g	456	637	367	413	491
CAGL0D01760g	405	618	917	1414	1959
CAGL0D01782g	171	231	926	1234	1478
CAGL0D01804g	396	526	782	1054	1315
CAGL0D01826g	1578	1938	769	1034	1357
CAGL0D01837g	54	80	165	236	234
CAGL0D01892g	1358	1730	3591	4487	5777
CAGL0D01914g	410	509	559	701	876
CAGL0D01936g	254	347	773	1058	1390
CAGL0D01958g	2821	3115	5095	7697	10078
CAGL0D01980g	291	367	586	1578	2234
CAGL0D02002g	434	522	223	279	308
CAGL0D02018g	99	126	69	85	122
CAGL0D02024g	334	373	714	886	1117
CAGL0D02046g	306	312	853	1139	1495
CAGL0D02068g	697	911	937	1315	1593
CAGL0D02090g	13178	14896	427	509	748
CAGL0D02101r	3	8	0	2	1
CAGL0D02112g	217	302	354	423	598
CAGL0D02134g	14	13	271	408	428
CAGL0D02150g	91	107	96	135	202
CAGL0D02156g	167	233	380	484	736
CAGL0D02178g	376	419	347	451	563
CAGL0D02200g	204	252	148	211	198
CAGL0D02222g	153	207	121	168	197
CAGL0D02244g	26	25	4	0	2
CAGL0D02266g	121	162	639	845	1078
CAGL0D02288g	372	499	235	357	406
CAGL0D02310g	464	474	843	943	1078
CAGL0D02332g	359	432	342	430	501
CAGL0D02354g	215	281	128	163	163
CAGL0D02376g	236	314	334	469	588
CAGL0D02398g	265	343	449	519	618
CAGL0D02420g	47	52	263	317	355
CAGL0D02442g	691	776	1016	1318	1855
CAGL0D02464g	113	169	346	436	603
CAGL0D02486g	347	516	504	651	815
CAGL0D02508g	243	327	416	585	703
CAGL0D02530g	1641	1748	2826	3883	4254
CAGL0D02552g	53	88	108	153	235
CAGL0D02574g	161	223	623	803	1014
CAGL0D02596g	188	270	197	239	308
CAGL0D02618g	370	457	2042	2585	3361
CAGL0D02684g	263	349	236	305	371
CAGL0D02706g	581	739	77	97	127
CAGL0D02728g	221	270	773	920	1311
CAGL0D02761g	49	64	61	73	95
CAGL0D02772g	441	589	1090	1542	2024
CAGL0D02794g	220	280	753	981	1120
CAGL0D02816g	342	456	216	284	324
CAGL0D02838g	614	722	87	106	138
CAGL0D02860g	83	121	32	65	83
CAGL0D02882g	182	245	335	526	657
CAGL0D02904g	321	445	115	166	206
CAGL0D02926g	167	242	103	256	324
CAGL0D02948g	4314	3830	3004	3851	5157
CAGL0D02970g	136	172	41	66	85
CAGL0D02992g	201	267	94	103	128
CAGL0D03014g	1319	1712	998	1196	1636
CAGL0D03036g	347	444	1014	1445	1731
CAGL0D03058g	785	949	1257	1537	2079
CAGL0D03080g	190	256	158	183	227
CAGL0D03102g	82	106	535	627	852
CAGL0D03124g	1194	1508	121	132	142
CAGL0D03146g	393	476	210	288	375
CAGL0D03168g	522	686	704	989	1270
CAGL0D03190g	1670	2237	584	654	909
CAGL0D03212g	371	454	491	669	857
CAGL0D03234g	171	188	429	638	750
CAGL0D03256g	358	426	203	290	394
CAGL0D03278g	278	362	197	244	349
CAGL0D03300g	441	610	217	284	368
CAGL0D03322g	569	652	925	1382	1673
CAGL0D03344g	186	259	186	281	378
CAGL0D03388g	558	832	295	454	565
CAGL0D03410g	113	125	46	61	91
CAGL0D03432g	2622	3274	2178	2611	3429
CAGL0D03454g	662	978	214	354	480
CAGL0D03498g	650	805	888	1269	1720
CAGL0D03520g	479	621	1739	2262	3030
CAGL0D03542g	229	250	689	859	966
CAGL0D03564g	336	452	912	1144	1368
CAGL0D03586g	881	1028	1782	2228	2906
CAGL0D03608g	2	2	7	21	27
CAGL0D03630g	17	18	36	44	67
CAGL0D03652g	331	425	344	451	577
CAGL0D03674g	1418	1753	232	320	410
CAGL0D03696g	244	265	624	809	993
CAGL0D03718g	2003	2610	293	347	507
CAGL0D03740g	484	731	188	274	398
CAGL0D03762g	0	0	0	2	0
CAGL0D03784g	38	44	60	91	119
CAGL0D03806g	281	302	442	601	754
CAGL0D03828g	269	332	330	462	628
CAGL0D03850g	283	337	322	468	517
CAGL0D03872g	21	26	50	52	60
CAGL0D03894g	92	112	1238	1537	2083
CAGL0D03916g	156	245	109	160	204
CAGL0D03938g	120	148	433	607	699
CAGL0D03960g	163	165	154	213	284
CAGL0D03982g	341	439	2804	3990	5386
CAGL0D04004g	188	246	583	945	1149
CAGL0D04026g	40	52	1791	2404	3109
CAGL0D04048g	241	312	485	563	692
CAGL0D04070g	129	157	420	573	700
CAGL0D04092g	428	466	1882	2631	3576
CAGL0D04114g	2122	2610	868	1216	1560
CAGL0D04136g	305	424	365	596	918
CAGL0D04158g	595	632	864	1056	1440
CAGL0D04180g	749	906	88	115	142
CAGL0D04202g	269	334	140	175	211
CAGL0D04246g	68	105	133	158	194
CAGL0D04268g	304	378	362	488	589
CAGL0D04290g	1241	1628	628	838	1182
CAGL0D04312g	752	905	616	871	1067
CAGL0D04356g	390	453	883	1790	2377
CAGL0D04378g	306	400	889	1332	1697
CAGL0D04394g	47	70	42	82	81
CAGL0D04400g	0	0	10	25	24
CAGL0D04422g	154	236	231	368	419
CAGL0D04444g	81	101	83	98	116
CAGL0D04466g	121	182	117	140	159
CAGL0D04488g	1	2	1	1	2
CAGL0D04510g	251	314	481	739	875
CAGL0D04576g	511	761	87	102	138
CAGL0D04620g	503	579	559	671	752
CAGL0D04642g	188	271	155	165	192
CAGL0D04686g	6	11	2	6	4
CAGL0D04708g	2242	3961	259	445	598
CAGL0D04730g	273	322	413	514	622
CAGL0D04752g	390	420	2381	3175	4399
CAGL0D04774g	474	626	429	552	753
CAGL0D04796g	105	145	36	51	67
CAGL0D04818g	754	974	436	789	1000
CAGL0D04834g	558	596	458	608	778
CAGL0D04840g	13	12	25	18	28
CAGL0D04862g	484	647	421	510	676
CAGL0D04884g	730	956	100	100	122
CAGL0D04928g	140	206	223	297	411
CAGL0D04950g	396	541	547	681	879
CAGL0D04972g	204	199	1325	1586	2038
CAGL0D04994g	182	256	225	283	360
CAGL0D05016g	366	435	90	113	139
CAGL0D05060g	953	1218	71	118	138
CAGL0D05082g	192	204	3603	4580	5952
CAGL0D05104g	0	0	19	16	22
CAGL0D05148g	347	447	491	763	995
CAGL0D05170g	492	560	1218	1746	1998
CAGL0D05192g	538	662	1913	2605	3227
CAGL0D05214g	5870	7378	500	598	776
CAGL0D05236g	5	11	0	2	5
CAGL0D05258g	328	404	206	225	332
CAGL0D05280g	133	189	475	660	866
CAGL0D05302g	517	671	760	1187	1693
CAGL0D05318g	117	172	636	816	1056
CAGL0D05324g	152	184	395	498	716
CAGL0D05346g	197	218	400	596	835
CAGL0D05368g	118	149	177	279	339
CAGL0D05412g	735	775	1480	1692	2204
CAGL0D05434g	841	1220	2976	4361	5078
CAGL0D05456g	1	0	4	6	7
CAGL0D05478g	929	1271	1786	2567	3382
CAGL0D05500g	504	640	68	76	100
CAGL0D05522g	234	270	353	456	574
CAGL0D05544g	773	1004	1160	1624	1913
CAGL0D05566g	278	428	319	545	653
CAGL0D05588g	544	660	140	155	221
CAGL0D05610g	337	447	350	421	579
CAGL0D05632g	130	182	519	654	764
CAGL0D05654g	3	4	8	4	12
CAGL0D05676g	269	321	306	401	493
CAGL0D05698g	71	110	200	261	324
CAGL0D05720g	1	3	1	2	0
CAGL0D05742g	1444	1902	1631	2080	2512
CAGL0D05764g	174	212	487	664	827
CAGL0D05786g	153	185	98	101	157
CAGL0D05808g	553	637	1399	1782	2332
CAGL0D05852g	260	341	647	899	1149
CAGL0D05874g	733	892	157	214	274
CAGL0D05896g	1298	1798	2433	3375	4091
CAGL0D05918g	471	524	298	612	763
CAGL0D05940g	2359	2863	919	1253	1555
CAGL0D05962g	179	228	514	641	770
CAGL0D06006g	144	184	618	848	988
CAGL0D06028g	32	44	50	56	49
CAGL0D06050g	263	329	231	247	333
CAGL0D06094g	136	164	66	97	121
CAGL0D06138g	820	1110	1195	1440	1923
CAGL0D06154g	157	186	524	702	1008
CAGL0D06160g	888	1119	356	482	595
CAGL0D06182g	435	535	283	358	552
CAGL0D06204g	338	479	639	901	1049
CAGL0D06226g	120	156	192	252	329
CAGL0D06270g	181	235	338	526	692
CAGL0D06292g	932	1231	1429	2025	2656
CAGL0D06314g	1001	1157	1171	1490	1908
CAGL0D06336g	333	404	130	182	214
CAGL0D06380g	1	1	12	24	24
CAGL0D06402g	555	896	2163	2908	3862
CAGL0D06424g	3102	3975	9395	12908	15866
CAGL0D06446g	600	704	651	809	1058
CAGL0D06468g	32	37	43	50	48
CAGL0D06490g	62	89	152	220	246
CAGL0D06512g	31	41	408	643	822
CAGL0D06556g	2145	2671	1863	2780	3904
CAGL0D06578g	37	44	16	87	107
CAGL0D06600g	140	148	2517	3825	4707
CAGL0D06622g	637	756	335	375	526
CAGL0D06644g	215	273	288	284	332
CAGL0D06688g	850	1185	9365	11409	14362
CAGL0D06710g	199	256	98	162	201
CAGL0E00231g	15	20	2	3	5
CAGL0E00275g	1	0	20	28	35
CAGL0E00341g	47	57	18	49	48
CAGL0E00363g	22	39	12	19	24
CAGL0E00385g	276	421	467	610	776
CAGL0E00407g	178	228	441	576	745
CAGL0E00429g	377	521	741	944	1208
CAGL0E00451g	1373	1783	1061	1343	1632
CAGL0E00473g	357	474	329	422	547
CAGL0E00495g	241	337	165	219	280
CAGL0E00517g	487	598	12	16	24
CAGL0E00539g	153	214	125	168	213
CAGL0E00561g	534	696	816	1046	1260
CAGL0E00583g	113	142	396	478	616
CAGL0E00605g	60	88	86	176	213
CAGL0E00627g	75	89	76	139	144
CAGL0E00649g	97	154	938	1379	1770
CAGL0E00671g	526	695	784	1145	1611
CAGL0E00693g	401	525	583	947	1063
CAGL0E00715g	428	530	1250	1763	2297
CAGL0E00737g	731	1030	490	788	994
CAGL0E00759g	133	171	517	694	876
CAGL0E00781g	2253	2856	601	804	1014
CAGL0E00803g	61	48	1440	2435	3351
CAGL0E00847g	843	1036	1131	1491	1922
CAGL0E00869g	3269	4118	249	843	1209
CAGL0E00891g	160	218	610	1104	1312
CAGL0E00913g	674	923	1880	2578	3046
CAGL0E00935g	282	343	260	579	705
CAGL0E00957g	320	445	730	981	1119
CAGL0E00979g	823	1099	145	204	279
CAGL0E01001g	423	577	735	982	1325
CAGL0E01023g	38	35	74	109	148
CAGL0E01045g	186	227	153	207	243
CAGL0E01067g	521	702	215	237	310
CAGL0E01089g	122	120	318	413	520
CAGL0E01111g	180	196	188	258	322
CAGL0E01133g	2878	3424	2133	2783	3942
CAGL0E01155g	411	620	82	134	161
CAGL0E01177g	5172	7355	19043	31090	43778
CAGL0E01199g	1229	1754	1283	1831	2309
CAGL0E01221g	836	1115	187	307	348
CAGL0E01243g	298	442	394	604	687
CAGL0E01265g	637	832	544	751	996
CAGL0E01287g	992	1226	4395	6134	8047
CAGL0E01309g	213	265	426	547	743
CAGL0E01331g	287	402	239	561	709
CAGL0E01353g	3429	7225	516	591	667
CAGL0E01397g	537	805	564	806	954
CAGL0E01419g	72	103	132	161	175
CAGL0E01441g	330	400	245	354	424
CAGL0E01463g	3355	4029	828	1113	1459
CAGL0E01485g	264	344	198	264	348
CAGL0E01507g	362	479	245	277	435
CAGL0E01529g	120	173	59	72	78
CAGL0E01551g	167	190	170	210	302
CAGL0E01567g	249	311	222	299	335
CAGL0E01573g	784	1106	91	125	136
CAGL0E01595g	277	313	96	109	152
CAGL0E01617g	1099	1289	1857	2575	3226
CAGL0E01639g	212	280	964	1282	1947
CAGL0E01661g	85	106	109	164	212
CAGL0E01683g	671	848	781	1038	1267
CAGL0E01705g	622	614	716	1427	1765
CAGL0E01727g	2794	5430	97	112	176
CAGL0E01749g	10	14	16	28	35
CAGL0E01771g	92	93	28	33	35
CAGL0E01793g	660	887	2807	3670	4823
CAGL0E01815g	5	8	360	382	454
CAGL0E01837g	235	304	5474	6314	7743
CAGL0E01859g	36	32	607	845	971
CAGL0E01881g	126	160	2765	3869	4701
CAGL0E01903g	341	478	88	97	147
CAGL0E01925g	399	507	26	22	40
CAGL0E01947g	982	1253	672	873	1162
CAGL0E01969g	1171	1455	1530	1778	2430
CAGL0E01991g	11699	13902	288	358	404
CAGL0E02013g	11510	12855	140	103	113
CAGL0E02035g	500	681	642	894	1137
CAGL0E02057g	22	17	23	36	46
CAGL0E02079g	476	628	385	485	530
CAGL0E02101g	223	297	94	119	146
CAGL0E02123g	70	80	63	74	95
CAGL0E02145g	117	144	233	302	347
CAGL0E02167g	352	520	300	375	488
CAGL0E02189g	48	62	63	104	120
CAGL0E02211g	26	26	26	44	57
CAGL0E02233g	270	331	489	552	637
CAGL0E02255g	5517	6603	1685	2370	2827
CAGL0E02299g	316	439	867	1101	1515
CAGL0E02315g	452	586	393	433	535
CAGL0E02321g	960	1397	561	838	1081
CAGL0E02343g	739	941	26	35	65
CAGL0E02365g	103	102	242	301	367
CAGL0E02387g	129	161	387	468	631
CAGL0E02409g	426	465	306	283	397
CAGL0E02431g	288	345	287	316	462
CAGL0E02453g	318	363	167	183	239
CAGL0E02475g	748	966	1042	1290	1647
CAGL0E02497g	181	249	201	321	414
CAGL0E02519g	264	317	387	547	656
CAGL0E02541g	155	230	230	325	383
CAGL0E02585g	631	697	179	238	273
CAGL0E02607g	408	463	987	1183	1496
CAGL0E02629g	416	624	842	1087	1325
CAGL0E02651g	39	52	642	825	1024
CAGL0E02673g	655	799	35	56	61
CAGL0E02695g	154	228	721	1001	1303
CAGL0E02717g	360	460	117	159	240
CAGL0E02739g	1078	1396	766	1367	1759
CAGL0E02761g	269	330	443	666	872
CAGL0E02783g	909	1191	2119	3064	3757
CAGL0E02805g	257	377	317	432	543
CAGL0E02827g	123	148	139	185	204
CAGL0E02849g	638	809	606	739	1044
CAGL0E02871g	81	104	89	119	109
CAGL0E02893g	193	257	168	234	279
CAGL0E02915g	596	705	921	1277	1455
CAGL0E02937g	362	413	36	45	49
CAGL0E02959g	252	286	100	154	160
CAGL0E02981g	155	194	536	645	807
CAGL0E03003g	70	85	224	277	331
CAGL0E03025g	356	459	676	1012	1269
CAGL0E03069g	807	954	57	73	95
CAGL0E03113g	614	926	507	855	965
CAGL0E03157g	1967	2422	1697	2223	3058
CAGL0E03179g	294	384	360	474	611
CAGL0E03201g	2040	2583	2095	2666	3310
CAGL0E03223g	299	433	80	100	130
CAGL0E03245g	3127	3694	94	92	133
CAGL0E03267g	266	349	350	421	578
CAGL0E03289g	2080	2491	151	211	264
CAGL0E03311g	291	389	662	846	1184
CAGL0E03355g	137	198	543	683	853
CAGL0E03366g	3	2	801	834	968
CAGL0E03454g	274	326	506	619	703
CAGL0E03476g	253	331	620	884	1068
CAGL0E03498g	9	12	87	142	206
CAGL0E03520g	483	587	804	1030	1225
CAGL0E03542g	144	185	187	261	352
CAGL0E03564g	914	1095	730	868	1039
CAGL0E03608g	136	185	305	353	441
CAGL0E03630g	51	61	92	94	137
CAGL0E03652g	182	196	610	906	1130
CAGL0E03674g	383	480	787	1141	1421
CAGL0E03718g	245	322	312	408	474
CAGL0E03740g	137	154	327	455	507
CAGL0E03762g	136	150	381	446	572
CAGL0E03784g	110	125	278	445	542
CAGL0E03806g	328	425	354	501	646
CAGL0E03828g	216	273	335	386	539
CAGL0E03850g	1605	1641	1000	1157	1546
CAGL0E03872g	478	589	587	683	960
CAGL0E03894g	24	25	8	10	15
CAGL0E03916g	114	141	430	563	720
CAGL0E03938g	11199	12762	116	94	128
CAGL0E03960g	808	934	863	1119	1496
CAGL0E03982g	566	725	905	1270	1503
CAGL0E04004g	84	90	439	564	715
CAGL0E04026g	162	184	156	226	254
CAGL0E04048g	1903	2277	4281	5416	7213
CAGL0E04070g	454	565	470	580	762
CAGL0E04092g	1790	2448	393	548	630
CAGL0E04114g	255	349	287	429	514
CAGL0E04136g	280	375	263	375	443
CAGL0E04158g	99	113	32	44	53
CAGL0E04180g	257	348	261	358	440
CAGL0E04224g	173	223	342	338	431
CAGL0E04246g	194	249	150	183	238
CAGL0E04268g	168	197	273	326	376
CAGL0E04290g	204	263	310	460	537
CAGL0E04312g	363	574	1059	1378	1679
CAGL0E04334g	3116	4130	1332	1663	2084
CAGL0E04356g	969	1387	6286	10098	13655
CAGL0E04378g	594	826	871	1126	1515
CAGL0E04400g	268	290	297	370	530
CAGL0E04422g	201	237	389	482	706
CAGL0E04433r	14	13	5	8	8
CAGL0E04444g	492	587	225	292	375
CAGL0E04466g	2	1	1	6	1
CAGL0E04488g	139	146	161	232	312
CAGL0E04510g	112	149	477	638	759
CAGL0E04532g	515	605	278	380	481
CAGL0E04548g	75	85	525	657	921
CAGL0E04554g	2	6	20	43	45
CAGL0E04576g	379	503	390	502	679
CAGL0E04598g	342	471	642	847	1119
CAGL0E04620g	1667	2193	1633	3147	4085
CAGL0E04642g	264	358	638	865	1116
CAGL0E04664g	347	462	409	570	780
CAGL0E04686g	287	414	890	1147	1526
CAGL0E04708g	55	75	431	570	749
CAGL0E04752g	1849	2186	959	1345	1869
CAGL0E04774g	301	398	687	900	1102
CAGL0E04796g	409	500	454	551	686
CAGL0E04818g	181	228	196	218	276
CAGL0E04840g	3	2	13	16	19
CAGL0E04862g	272	300	296	417	499
CAGL0E04884g	230	190	1216	1542	1716
CAGL0E04906g	399	472	491	995	1306
CAGL0E04928g	213	275	529	649	864
CAGL0E04950g	198	252	252	354	417
CAGL0E04972g	418	575	479	626	752
CAGL0E04994g	7319	7871	111	123	107
CAGL0E05016g	2408	3032	854	1154	1408
CAGL0E05038g	420	487	496	654	709
CAGL0E05060g	355	428	400	599	665
CAGL0E05082g	163	192	549	664	848
CAGL0E05104g	36	62	82	100	147
CAGL0E05126g	153	191	82	110	130
CAGL0E05148g	242	330	3930	5580	7090
CAGL0E05170g	370	470	1847	2281	3138
CAGL0E05192g	23	30	139	157	210
CAGL0E05214g	63	50	185	230	300
CAGL0E05236g	29	24	13	22	32
CAGL0E05258g	153	199	85	85	117
CAGL0E05280g	131	136	295	507	540
CAGL0E05302g	144	170	576	677	835
CAGL0E05324g	213	274	502	701	843
CAGL0E05346g	1261	1572	2939	3929	5085
CAGL0E05368g	104	130	118	148	204
CAGL0E05390g	2569	3286	485	521	646
CAGL0E05412g	651	888	978	1240	1742
CAGL0E05434g	418	514	186	255	314
CAGL0E05456g	66	68	9	9	14
CAGL0E05478g	1019	1264	29	36	53
CAGL0E05500g	2316	3112	128	158	175
CAGL0E05522g	426	531	10	15	14
CAGL0E05566g	141	180	1135	1572	1820
CAGL0E05588g	98	134	784	1175	1422
CAGL0E05610g	1395	1949	14420	17693	22774
CAGL0E05632g	29	25	95	102	137
CAGL0E05654g	392	680	1971	2363	2999
CAGL0E05676g	1022	1231	510	703	813
CAGL0E05698g	50	43	11	19	27
CAGL0E05720g	64	89	78	97	108
CAGL0E05742g	997	1216	629	838	1019
CAGL0E05764g	645	854	188	212	271
CAGL0E05786g	107	169	80	138	170
CAGL0E05808g	273	380	520	776	969
CAGL0E05830g	383	459	999	1198	1442
CAGL0E05874g	1329	1727	217	234	283
CAGL0E05896g	1681	2297	1557	1867	2487
CAGL0E05918g	69	109	474	576	767
CAGL0E05940g	595	787	1062	1257	1592
CAGL0E05962g	25	34	311	490	469
CAGL0E05984g	13	8	14875	21028	28048
CAGL0E06006g	192	291	762	980	1153
CAGL0E06028g	575	665	391	442	612
CAGL0E06050g	498	667	318	391	515
CAGL0E06072g	81	89	912	1198	1312
CAGL0E06116g	60	66	315	391	477
CAGL0E06138g	8293	10417	5008	7205	9789
CAGL0E06160g	946	975	928	1232	1435
CAGL0E06182g	55	77	133	198	246
CAGL0E06204g	356	485	943	1121	1667
CAGL0E06226g	1218	1432	3428	4369	5621
CAGL0E06248g	56	60	150	189	231
CAGL0E06270g	558	648	727	946	1325
CAGL0E06292g	3	7	12	4	12
CAGL0E06314g	311	325	305	340	445
CAGL0E06336g	522	656	497	686	798
CAGL0E06358g	26703	32788	47321	67986	93803
CAGL0E06380g	52	71	1718	2321	3043
CAGL0E06424g	904	1106	6209	7991	10006
CAGL0E06446g	260	372	343	406	548
CAGL0E06468g	479	528	748	891	1108
CAGL0E06490g	985	1180	1562	2017	2383
CAGL0E06512g	495	691	2204	2865	3357
CAGL0E06534g	692	889	176	234	298
CAGL0E06556g	269	336	167	223	260
CAGL0E06600g	9	15	4	7	6
CAGL0F00187g	98	315	89	188	261
CAGL0F00231g	2377	3067	6957	9207	11891
CAGL0F00253g	1548	1994	297	378	446
CAGL0F00275g	674	919	574	681	867
CAGL0F00297g	827	1097	516	592	834
CAGL0F00319g	182	270	157	167	228
CAGL0F00341g	16	24	42	66	67
CAGL0F00363g	5945	8067	3978	4431	5579
CAGL0F00407g	2458	3219	473	695	914
CAGL0F00429g	369	528	130	149	174
CAGL0F00451g	315	401	166	204	241
CAGL0F00473g	57	76	23	29	38
CAGL0F00495g	245	350	382	556	717
CAGL0F00517g	1291	1716	2819	3667	4530
CAGL0F00539g	1084	1396	637	881	1122
CAGL0F00561g	586	785	34	29	38
CAGL0F00583g	443	551	669	839	1048
CAGL0F00605g	611	862	18095	21195	27759
CAGL0F00627g	572	727	171	227	249
CAGL0F00649g	1	2	14	8	21
CAGL0F00671g	1013	1253	1082	1318	1596
CAGL0F00693g	1275	1611	2120	2452	3400
CAGL0F00715g	148	211	6	3	3
CAGL0F00737g	410	555	271	362	469
CAGL0F00759g	1098	1441	1677	2333	2814
CAGL0F00803g	146	191	370	505	544
CAGL0F00825g	264	335	474	557	682
CAGL0F00869g	46	65	1867	2210	3133
CAGL0F00891g	1	3	0	5	2
CAGL0F00913g	168	145	121	158	209
CAGL0F00935g	109	134	300	381	477
CAGL0F00957g	888	1152	1328	1646	2053
CAGL0F00979g	96	146	216	253	354
CAGL0F01001g	284	351	303	364	459
CAGL0F01023g	864	1144	20	28	32
CAGL0F01045g	8016	9642	124	154	165
CAGL0F01089g	380	537	347	435	574
CAGL0F01111g	104	113	412	537	663
CAGL0F01133g	101	147	212	263	320
CAGL0F01155g	266	338	183	257	316
CAGL0F01177g	386	534	60	67	86
CAGL0F01199g	637	744	1557	2303	2962
CAGL0F01221g	212	309	636	1003	1403
CAGL0F01243g	485	585	593	870	1018
CAGL0F01265g	352	433	1092	1671	2032
CAGL0F01287g	886	1182	1622	2310	2992
CAGL0F01331g	183	231	187	227	338
CAGL0F01397g	458	554	1075	1350	1713
CAGL0F01419g	91	115	132	137	158
CAGL0F01463g	2408	2237	757	1754	2639
CAGL0F01507g	396	486	618	858	1023
CAGL0F01529g	826	1057	2090	2430	3215
CAGL0F01551g	145	197	34	75	76
CAGL0F01573g	249	311	223	270	353
CAGL0F01595g	725	912	592	673	924
CAGL0F01617g	289	385	634	796	1008
CAGL0F01639g	265	321	260	308	411
CAGL0F01661g	157	187	32	41	47
CAGL0F01683g	7302	9114	154	115	165
CAGL0F01705g	3467	4535	293	361	384
CAGL0F01727g	375	613	109	132	169
CAGL0F01749g	701	833	1693	2303	3011
CAGL0F01771g	259	362	379	492	658
CAGL0F01793g	1238	1296	365	511	579
CAGL0F01815g	123	108	395	664	880
CAGL0F01837g	271	338	476	671	892
CAGL0F01859g	16	22	25	22	37
CAGL0F01881g	34	54	151	185	243
CAGL0F01903g	83	104	56	59	89
CAGL0F01925g	348	418	21	51	43
CAGL0F01947g	1253	1501	5109	7067	8872
CAGL0F01969g	349	500	483	730	926
CAGL0F01991g	129	193	134	190	264
CAGL0F02013g	167	252	208	344	434
CAGL0F02035g	69	99	77	125	117
CAGL0F02079g	357	503	277	385	394
CAGL0F02101g	103	118	615	779	1053
CAGL0F02123g	1118	1320	1338	1808	2329
CAGL0F02145g	521	779	3769	4659	6055
CAGL0F02167g	6	19	9	22	20
CAGL0F02233g	803	1027	1157	1487	1994
CAGL0F02255g	137	177	408	492	645
CAGL0F02277g	553	740	453	647	819
CAGL0F02299g	424	572	77	95	141
CAGL0F02343g	196	249	556	655	899
CAGL0F02365g	82	97	128	199	261
CAGL0F02387g	635	894	1765	2285	2773
CAGL0F02431g	788	1223	844	1078	1329
CAGL0F02453g	463	587	420	564	680
CAGL0F02475g	38	37	21	34	50
CAGL0F02497g	244	327	244	334	483
CAGL0F02513g	62	73	196	239	341
CAGL0F02519g	184	256	416	579	761
CAGL0F02541g	999	1217	137	196	221
CAGL0F02563g	1378	1442	200	309	345
CAGL0F02585g	49	46	59	71	100
CAGL0F02607g	0	0	1	2	0
CAGL0F02651g	0	0	1	1	2
CAGL0F02673g	349	426	254	317	401
CAGL0F02695g	470	522	754	996	1286
CAGL0F02717g	256	216	789	1075	1244
CAGL0F02739g	398	498	395	539	588
CAGL0F02761g	247	352	361	571	692
CAGL0F02783g	154	218	206	269	294
CAGL0F02805g	176	218	206	255	301
CAGL0F02827g	243	336	825	1009	1353
CAGL0F02849g	379	519	109	158	185
CAGL0F02871g	319	393	321	414	488
CAGL0F02893g	365	484	877	1259	1612
CAGL0F02915g	263	349	375	520	651
CAGL0F02937g	16036	19247	223	229	308
CAGL0F02948r	11	29	2	4	1
CAGL0F02959g	175	288	278	319	442
CAGL0F03003g	182	217	273	412	520
CAGL0F03025g	77	116	144	181	228
CAGL0F03047g	109	164	269	374	500
CAGL0F03069g	211	300	336	647	766
CAGL0F03091g	124	170	187	289	333
CAGL0F03113g	163	203	1077	1475	1834
CAGL0F03135g	519	665	1037	1194	1590
CAGL0F03157g	328	353	789	1029	1267
CAGL0F03179g	588	693	651	795	1069
CAGL0F03201g	155	216	429	552	716
CAGL0F03223g	502	574	583	759	938
CAGL0F03245g	229	305	426	587	665
