Replicate,Plate,Group,Sample,Count,median,peak,sd,cv,rCV
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,C1,9616,25376,25067,11288.24,41.77,41.77
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,C2,10563,26761,29476,10677.88,38.64,37.09
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,C3,13940,13666,13636,6139.74,41.89,40.69
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,D1,10301,21582,21356,9856.87,43.22,44.43
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,D2,9886,19555,19540,9039.62,43.6,43.64
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,D3,9104,20653,25640,10637.8,47.77,48.29
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,E1,10124,27373,28121,11211.64,39.12,38.34
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,E2,10319,21721,26254,10011.19,44.02,43.73
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,E3,9726,11575,12329,5131.11,41.3,39.84
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,F1,10415,17223,17549,7915.88,43.29,40.72
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,F2,10524,26570,28115,10316.95,37.45,36.5
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,F3,12066,23157,25042,10121.43,41.55,41.3
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,G1,9460,18586,19965,8377.25,42.45,40.6
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,G2,10961,19465,23375,9023.93,43.73,42.91
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,G3,10604,21413,20425,10406.06,45.2,45.11
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,H1,12618,7512,8835,4094.38,49.28,45.31
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,H2,10564,21360,22828,8707.89,39.38,38.02
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,H3,12298,27132,28768,11162.92,39.8,39.85
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,A4,10526,24530,28765,11306.69,44.09,45.03
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,B4,11327,37074,42301,15280.29,39.49,39.46
Rep2-0Pi,d042821-180min-CTA1pr-2-4I,180min,C4,10604,31199,28114,14549.98,44,44.53
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,A1,8961,30058,30150,12501.77,39.82,37.66
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,A2,9989,25040,25025,9402.52,36.22,34.62
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,A3,9013,32439,34035,12424.73,37.32,34.43
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,B1,9678,27807,28786,11759.66,40.36,38.79
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,B2,9923,24753,26231,9914.51,38.61,36.63
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,B3,10211,29741,30153,11416.61,37,34.04
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,C1,9146,22756,23936,9862.1,41.02,39.26
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,C2,10853,24084,25056,9431.43,37.99,35.47
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,C3,10108,12053,11850,6020.61,45.49,41.23
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,D1,11099,19924,20885,8330.84,39.76,37.05
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,D2,12035,18584,20873,7665.25,39.44,37.91
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,D3,11615,20801,20435,8691.56,39.97,37.27
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,E1,9789,23235,25047,9643.35,39.62,37.89
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,E2,11710,22312,21865,9118.78,39.01,36.83
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,E3,9805,23662,26794,9737.55,39.67,37.58
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,F1,9623,17286,17527,8180.33,44.21,42.16
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,F2,10564,23045,23385,9468.96,39.47,37.61
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,F3,11159,19060,20420,8010.74,39.87,37.87
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,G1,11616,13723,14205,6370.26,43.5,41.43
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,G2,10498,18497,22335,8268.22,42.44,41.06
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,G3,10382,24095,24488,9883.6,39.41,37.12
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,H1,11111,5487,8246,3225.17,52.44,47.29
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,H2,10072,18825,21818,7971.79,40.39,38.88
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,H3,10911,23251,23959,9804.13,40.66,37.52
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,A4,11034,23266,25054,9594,39.79,37.15
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,B4,11285,35085,36530,13155.11,36.36,33.67
Rep3-0Pi,d042921-180min-0Pi-R3-2-4I,180min,C4,10483,31371,33990,12469.16,38.41,35.67
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,A1,8656,53927,56929,26784.88,45.4,43.64
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,A2,9565,45940,46618,21582.83,42.84,41
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,A3,8769,43927,47770,21538.85,44.14,43.13
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,B1,8923,46145,52805,22056.75,43.58,43.32
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,B2,8510,47092,55573,22343.67,43.17,42.43
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,B3,10780,39416,38372,18045.65,41.78,38.68
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,C1,9403,46196,46643,22886.38,45.04,45.46
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,C2,8192,58209,61393,26838.08,42.28,40.69
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,C3,8961,19783,18697,12276.02,53.92,42.61
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,D1,11811,44873,45454,20676.63,42.07,41.07
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,D2,11704,43585,40260,19668.97,41.24,40.1
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,D3,10955,22981,25045,14275.34,54.04,46.44
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,E1,9046,45520,40259,23156.61,45.85,44.35
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,E2,10365,47731,47805,22325.87,42.78,41.38
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,E3,8727,42933,39258,20816.69,43.94,39.58
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,F1,9572,22675,25045,13715.66,53.25,47.38
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,F2,9150,45523,46677,22119.67,43.86,41.52
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,F3,9464,43447,44402,20732.73,43.25,39.77
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,G1,10166,22215,22867,13749.2,54.16,47.15
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,G2,9426,22898,19971,14712.36,55.65,48.16
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,G3,8922,43823,43380,20286.51,41.81,38.96
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,H1,9914,15960,16100,10761.56,57.89,47.33
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,H2,9477,41243,41229,19715.49,43.04,40.32
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,H3,9314,41731,40306,19857.76,43.08,39.82
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,A4,10388,39320,39269,18254.62,42.65,38.13
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,B4,10156,46869,39311,21675.63,41.88,39.02
Rep1-H2O2,d043021-180min-H2O2-R1-2-4I,180min,C4,9475,26307,23379,14921.24,50.32,44.45
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,A1,9625,51737,49075,26056.7,46.51,42.46
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,A2,10088,45951,41249,21497.32,42.49,40.94
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,A3,9516,42041,36552,20419.45,43.75,39.92
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,B1,9541,43205,44445,22291.08,47.11,45.62
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,B2,9970,45446,41257,21294.48,42.69,42.36
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,B3,9920,39752,35639,19351.44,43.97,40.85
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,C1,9819,43122,41280,21549.28,45.4,45.56
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,C2,9700,54737,47778,25758.46,43.14,37.08
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,C3,9858,52750,55482,22315.48,39.28,38.16
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,D1,10746,42105,37379,20772.91,44.64,44.18
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,D2,10914,21464,18312,13410.43,54.8,46.41
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,D3,9313,38919,35686,19123.61,44.37,39.74
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,E1,8669,42875,40241,22704.27,47.77,46.21
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,E2,9388,41844,33966,21086.41,45.39,41.41
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,E3,8734,38922,35666,19996.52,46.23,39.45
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,F1,9521,23384,22336,15382.91,57.33,50.08
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,F2,11149,43205,40251,20312.3,43.17,39.78
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,F3,9383,22767,25037,14621.46,55.95,47.66
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,G1,10650,20762,20001,12701.98,53.51,47.3
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,G2,11703,40299,40257,19192.79,43.79,37.78
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,G3,9342,38551,33222,19467.36,45.15,41.34
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,H1,10757,15388,14198,9614.73,54.7,47.09
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,H2,0,NA,NA,NA,NA,NA
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,H3,9280,37703,34823,19378.68,46.31,40.15
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,A4,9582,37625,32430,18415.15,44.12,38.39
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,B4,10217,39854,36518,21126.71,48.39,43.74
Rep2-H2O2,d050121-180min-H2O2-R2-2-4I,180min,C4,9913,24726,21337,14286.28,51.35,44.08
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,A1,9894,51065,49007,28798.09,52.17,48.52
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,A2,9592,48623,39265,22460.04,42.42,42.04
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,A3,9030,46413,47896,23277.36,46.06,42.29
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,B1,9774,44014,50200,21184.53,44.24,44.44
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,B2,9542,46972,50293,22456,43.93,42.75
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,B3,9655,46844,44412,21647.36,42.44,41.51
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,C1,9176,47608,56890,23936.92,46.23,45.8
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,C2,9938,27528,23390,24871.98,72.9,65.66
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,C3,15469,17545,19100,14934.43,72.35,65.08
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,D1,12498,46562,46656,21161.58,41.76,40.79
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,D2,13059,22742,19128,16404.24,59.71,49.02
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,D3,10524,40059,36582,19346.03,44.29,40.43
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,E1,11158,42071,40287,20042.61,43.53,41.81
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,E2,11377,50764,50289,23958.16,43.45,41.8
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,E3,10130,42590,42266,21183.42,45.54,41.94
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,F1,10329,21682,19546,14636.42,58.48,50.77
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,F2,10369,49869,46616,24395.92,45.23,42.73
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,F3,10780,22284,19563,15873.84,60.55,50.97
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,G1,12519,20759,20410,14258.22,58.66,51.14
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,G2,9144,44650,37435,23118.08,46.96,42.4
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,G3,11529,41999,49034,19649.41,43.05,39.55
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,H1,12565,40731,44343,19337.54,43.85,42.66
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,H2,9155,40318,36576,21556.48,48.85,44.9
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,H3,10552,40521,38356,20045.65,44.99,40.99
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,A4,11537,39892,39308,18415.95,42.83,38.79
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,B4,11583,26791,23931,17028.43,54.7,46.56
Rep3-H2O2,d050421-180min-H2O2-R3-2-4I,180min,C4,11502,43017,51472,19682.63,42.27,38.93
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,A5,11404,31359,31642,12713.61,38.87,37.28
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,A6,12836,24404,25651,10174.62,40.78,37.56
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,A7,11912,31949,33178,13056.27,40.39,36.75
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,B5,12101,33695,34865,14131.21,41,36.33
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,B6,10633,24615,26802,10492.38,40.95,39.18
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,B7,12944,30677,30171,11852.68,37.49,35.26
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,C5,11389,29132,32405,12344.55,40.44,39.53
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,C6,14160,25695,28141,9821.67,37.2,35.22
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,C7,12539,11342,10989,5593.03,45.2,41.83
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,D5,12231,24541,28123,9809.81,38.32,36.76
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,D6,11866,21366,20885,9015.63,40.06,38.46
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,D7,11107,24554,26822,10751.46,41.68,40.58
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,E5,12373,24864,28798,10685.74,41.11,39.54
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,E6,12373,22494,22837,9354.97,39.6,38.36
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,E7,10810,26862,29489,12411.3,43.86,42.69
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,F5,11811,15798,17504,7676.79,45.26,42.99
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,F6,8172,25444,23926,10362.5,39.29,38.13
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,F7,13666,25249,26834,10526.5,39.95,38.42
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,G5,12331,15865,15741,7201.42,42.76,41.24
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,G6,13043,21899,24465,9248.36,40.3,39.23
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,G7,11035,29640,30927,12508.91,40.46,38.68
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,H5,11074,6046,7023,3435.57,50.8,46.03
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,H6,13073,17874,22357,10787.74,59.09,70.8
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,H7,10626,28364,32446,13711.63,48.28,43.35
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,A8,11298,26628,30157,11527.78,41.56,39.34
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,B8,10660,36717,39282,14745.2,38.96,36.91
Rep1-0Pi,210min-CTA1pr-2-4Imp-V,210min,C8,11570,34358,33992,13723.34,38.37,35.85
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,A5,12298,38976,42242,14550.08,36.26,35.48
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,A6,9476,23731,27475,11365.07,44.88,46.34
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,A7,9755,31109,35640,14527.23,44.27,44.8
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,B5,11659,36010,41316,15136.4,40.86,40.55
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,B6,9847,25122,23949,11026.77,41.7,41.38
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,B7,10347,28254,33955,13299.55,44.48,46.2
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,C5,10969,26844,26850,12912.67,45.88,46.63
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,C6,9786,25730,27472,11187.41,41.63,41.23
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,C7,10235,15261,14485,6858.01,41.65,39.61
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,D5,12406,26391,27484,10553.98,38.55,37.62
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,D6,9632,18402,23361,9619.17,48.23,48.47
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,D7,11154,22800,28828,10897.28,44.86,44.52
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,E5,10308,29552,30926,12802.88,41.46,40.31
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,E6,9274,19193,25643,10248.94,48.92,50.64
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,E7,10136,12209,12830,5417.09,41.28,39.85
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,F5,11614,15233,16090,8216.44,49.46,47.98
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,F6,9415,26705,29496,11361.46,40.82,40.87
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,F7,11558,24212,23918,10648.92,41.92,41.19
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,G5,11702,20491,21843,9094.17,42.43,41.39
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,G6,9338,19133,20906,9254.32,45.32,44.23
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,G7,10962,23801,26216,11123.92,44.37,44.6
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,H5,13620,8046,8253,4541.73,50.98,47.37
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,H6,9100,17311,20868,9178.76,49.41,50.77
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,H7,10085,24131,26227,11237.17,44.03,45.4
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,A8,10264,17913,20420,10779.15,54.41,58.63
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,B8,11552,35923,35698,15766.77,41.92,43.32
Rep2-0Pi,d042821-210min-CTA1pr-2-4I,210min,C8,10606,37370,37423,15008.69,38.76,38.8
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,A5,9134,29985,33956,13693.84,43.34,42.07
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,A6,10806,26199,30158,10506.04,38.89,35.99
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,A7,10659,31718,33238,12337.78,38.14,35.84
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,B5,9813,32909,35646,13194.81,38.85,36.06
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,B6,9792,26919,30203,10976.45,39.61,38.43
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,B7,12747,28761,29483,11077.51,37.81,35.62
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,C5,9773,22802,22852,10563.43,43.64,41.81
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,C6,10102,26703,28138,10623.53,38.91,36.8
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,C7,12633,12248,13348,5711.67,43,39.85
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,D5,10548,24698,23918,10045.03,39.11,36.67
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,D6,11241,20325,22838,8626.34,40.72,39.32
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,D7,10184,25294,26821,10469.43,39.97,37.64
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,E5,9616,25003,28125,10930.53,41.69,40.64
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,E6,11987,24919,25042,10875.94,42.43,38.16
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,E7,9627,26361,28762,11074.46,40.57,38.54
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,F5,9407,18955,17897,9271.66,45.92,43.11
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,F6,10944,23979,27459,10324.52,41.51,39.52
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,F7,10808,22340,21849,9602.91,41.17,39.29
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,G5,11407,15234,16445,7246.35,44.73,42.97
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,G6,10250,20377,23940,9281.55,43.45,42.07
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,G7,10654,27015,29485,11291.59,40.23,37.78
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,H5,12512,5683,7024,3407.37,53.47,48.6
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,H6,10660,19981,19109,8923.93,42.79,42.05
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,H7,11603,26571,27480,11834.25,43.37,39.62
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,A8,11266,27029,28138,11285.52,40.93,37.7
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,B8,10789,38881,40253,15790.02,39.53,36.95
Rep3-0Pi,d042921-210min-0Pi-R3-2-4I,210min,C8,11416,32148,31623,13254.99,39.81,37.73
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,A5,9225,43974,47862,21745.93,45.43,42.33
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,A6,9977,40091,33984,18748.65,42.55,39.83
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,A7,9222,39110,36488,19008.56,44.02,39.49
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,B5,10050,35427,31629,17800.71,45.18,42.61
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,B6,9511,40414,41224,19437.66,43.96,40.13
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,B7,9830,34152,31614,16683.48,44.21,40.23
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,C5,10377,36732,33959,18423.03,45.4,41.47
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,C6,9507,49873,45495,23739.96,43.16,37.62
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,C7,9352,17913,19134,10613,52.59,41.3
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,D5,9940,38585,32449,19154.8,44.66,41.71
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,D6,10148,37777,34796,18357.63,43.87,39.2
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,D7,11496,18365,19963,11679.5,55.09,44.84
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,E5,9376,36119,39256,18154.11,45.33,41.51
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,E6,10832,38606,39261,19915.7,47.37,40.69
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,E7,9548,35254,34801,17293.96,44.14,40
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,F5,10036,18047,17906,11460.01,55.27,47.48
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,F6,9854,37375,31617,18801.67,45.57,38.65
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,F7,9575,35908,30885,17782.52,44.85,39.94
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,G5,10096,18399,19138,11977.75,56.97,49.71
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,G6,9714,17640,16397,12850.59,62.07,48.6
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,G7,10101,36039,31645,16906.54,42.68,38.75
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,H5,10001,14269,13085,9335.46,56.67,44.66
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,H6,9911,33053,32371,16858.09,46.29,39.14
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,H7,8961,34431,33981,17150.75,44.93,40.27
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,A8,9260,32856,32414,15686.7,43.69,39.56
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,B8,11291,38354,40229,16820.12,40.25,36.95
Rep1-H2O2,d043021-210min-H2O2-R1-2-4I,210min,C8,10834,21486,19105,12545.81,51.58,42.99
Rep2-H2O2,d050121-210min-H2O2-R2-2-4I,210min,A5,9065,38312,35665,18776.97,45.09,43.5
Rep2-H2O2,d050121-210min-H2O2-R2-2-4I,210min,A6,9625,34224,33222,15951.33,42.09,39.72
Rep2-H2O2,d050121-210min-H2O2-R2-2-4I,210min,A7,9529,33617,31640,16108.27,43.2,39.54
Rep2-H2O2,d050121-210min-H2O2-R2-2-4I,210min,B5,8820,31236,30905,15425.88,44.33,41.68
Rep2-H2O2,d050121-210min-H2O2-R2-2-4I,210min,B6,9460,35454,35625,16279.96,41.74,38.24
