Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,38,789.474,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28539,38,751.026,95.130,95.130,531870,115416,507910,108140,469907,103379,155295.98,42976.68,29.20,37.24,157616.69,33523.07,31.03,31.00
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14194,38,373.526,47.313,99.852,482094,496662,469991,478910,443336,453656,118026.17,140187.79,24.48,28.23,118865.23,144884.12,25.29,30.25
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,14215,38,374.079,47.383,47.383,482499,497228,470106,479234,443336,453656,118508.80,140887.45,24.56,28.33,119032.02,145214.74,25.32,30.30
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,14194,38,373.526,47.313,47.313,308,N/A,290,N/A,245,N/A,153.12,N/A,49.68,N/A,120.09,N/A,41.41,N/A
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,14215,38,374.079,47.383,49.809,482499,85,470106,84,443336,86,118508.80,8.84,24.56,10.35,119032.02,8.90,25.32,10.59
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28539,38,751.026,95.130,95.130,531870,107,507910,96,469907,86,155295.98,35.15,29.20,32.80,157616.69,22.24,31.03,23.17
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,46,652.174,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28187,46,612.761,93.957,93.957,538431,116485,514777,109957,509069,109560,158826.06,43096.03,29.50,37.00,161025.18,33321.43,31.28,30.30
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14390,46,312.826,47.967,99.972,477991,496938,469524,482241,459851,488409,114060.70,137115.48,23.86,27.59,118432.31,146402.30,25.22,30.36
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,14394,46,312.913,47.980,47.980,478091,497050,469556,482291,459851,488409,114202.23,137263.11,23.89,27.62,118451.58,146437.14,25.23,30.36
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,14390,46,312.826,47.967,47.967,317,N/A,296,N/A,244,N/A,211.26,N/A,66.57,N/A,121.57,N/A,41.07,N/A
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,14394,46,312.913,47.980,51.066,478091,87,469556,85,459851,86,114202.23,8.73,23.89,10.07,118451.58,8.90,25.23,10.47
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28187,46,612.761,93.957,93.957,538431,106,514777,97,509069,86,158826.06,31.41,29.50,29.61,161025.18,22.24,31.28,22.93
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A3.fcs,A3,Experiment,None,N/A,All Events,N/A,N/A,30000,64,468.750,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,SSC-H,28099,64,439.047,93.663,93.663,548668,119192,526084,113406,506897,111552,154981.78,41867.64,28.25,35.13,161210.51,33371.84,30.64,29.43
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14675,64,229.297,48.917,99.959,478972,497246,472344,485158,441443,457548,105954.02,127810.96,22.12,25.70,107360.99,132664.53,22.73,27.34
d123022-0min-0NPi-D80-GFP-R2,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-A,14681,64,229.391,48.937,48.937,479081,497408,472385,485258,441443,457548,106076.08,128036.80,22.14,25.74,107408.44,132677.87,22.74,27.34
