Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,46,652.174,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28245,46,614.022,94.150,94.150,536014,118243,507876,110209,453706,113602,158238.87,44216.56,29.52,37.39,160100.04,34517.89,31.52,31.32
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13490,46,293.261,44.967,99.889,475870,492585,463168,475607,453675,396389,115117.72,137253.16,24.19,27.86,112590.87,139338.45,24.31,29.30
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,13505,46,293.587,45.017,45.017,476226,493019,463263,475745,453675,396389,115609.96,137805.26,24.28,27.95,112771.00,139561.58,24.34,29.34
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,13490,46,293.261,44.967,44.967,332,N/A,311,N/A,278,N/A,179.07,N/A,54.01,N/A,126.02,N/A,40.52,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,13505,46,293.587,45.017,47.814,476226,87,463263,86,453675,86,115609.96,8.32,24.28,9.53,112771.00,8.90,24.34,10.34
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28245,46,614.022,94.150,94.150,536014,110,507876,100,453706,86,158238.87,34.20,29.52,31.12,160100.04,23.72,31.52,23.72
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,49,612.245,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,27980,49,571.020,93.267,93.267,549993,117801,522497,110074,472064,113660,158267.95,43281.94,28.78,36.74,161002.20,33621.66,30.81,30.54
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13862,49,282.898,46.207,99.914,475226,492712,466883,479295,451549,515060,105513.74,126113.95,22.20,25.60,104534.42,128537.71,22.39,26.82
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,13874,49,283.143,46.247,46.247,475518,493048,467054,479442,451549,515060,105935.81,126592.63,22.28,25.68,104616.70,128778.63,22.40,26.86
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,13862,49,282.898,46.207,46.207,332,N/A,314,N/A,312,N/A,148.77,N/A,44.79,N/A,124.54,N/A,39.66,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,13874,49,283.143,46.247,49.585,475518,88,467054,87,451549,86,105935.81,7.81,22.28,8.85,104616.70,7.41,22.40,8.52
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,27980,49,571.020,93.267,93.267,549993,109,522497,100,472064,86,158267.95,31.98,28.78,29.37,161002.20,22.24,30.81,22.24
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A3.fcs,A3,Experiment,None,N/A,All Events,N/A,N/A,30000,102,294.118,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,SSC-H,27640,102,270.980,92.133,92.133,568414,115163,543357,107514,488387,101400,152535.54,40819.40,26.84,35.44,160131.92,31935.20,29.47,29.70
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13198,102,129.392,43.993,99.962,497433,511758,488112,497830,488341,492590,104082.69,122528.40,20.92,23.94,103991.04,124081.02,21.30,24.92
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-A,13203,102,129.441,44.010,44.010,497565,511898,488127,497929,488341,492590,104284.56,122717.44,20.96,23.97,104038.49,124129.20,21.31,24.93
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,BL1-H,,13198,102,129.392,43.993,43.993,344,N/A,328,N/A,335,N/A,138.15,N/A,40.11,N/A,128.99,N/A,39.33,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-W,13203,102,129.441,44.010,47.768,497565,90,488127,89,488341,86,104284.56,7.86,20.96,8.76,104038.49,7.41,21.31,8.33
d010623-0min-0NPi-D80-GFP-R4,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,FSC-W,27640,102,270.980,92.133,92.133,568414,108,543357,101,488387,86,152535.54,25.68,26.84,23.85,160131.92,20.76,29.47,20.55
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,85,352.941,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28599,85,336.459,95.330,95.330,537777,108804,511056,100716,486296,78833,151993.97,39981.35,28.26,36.75,150624.74,31343.65,29.47,31.12
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14164,85,166.635,47.213,99.908,491387,502947,478029,484788,435274,449464,115621.31,135254.15,23.53,26.89,114590.15,137942.58,23.97,28.45
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,14177,85,166.788,47.257,47.257,491704,503296,478223,484898,435274,449464,116044.64,135690.51,23.60,26.96,114815.51,138113.08,24.01,28.48
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,14164,85,166.635,47.213,47.213,294,N/A,277,N/A,222,N/A,131.75,N/A,44.80,N/A,117.13,N/A,42.28,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,14177,85,166.788,47.257,49.572,491704,87,478223,86,435274,86,116044.64,8.18,23.60,9.36,114815.51,7.41,24.01,8.62
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,28599,85,336.459,95.330,95.330,537777,107,511056,99,486296,86,151993.97,29.00,28.26,27.22,150624.74,22.24,29.47,22.46
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,50,600.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,SSC-H,28540,50,570.800,95.133,95.133,534671,114899,507823,108081,457649,109608,154584.80,41415.12,28.91,36.04,153876.83,32422.98,30.30,30.00
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13723,50,274.460,45.743,99.949,464641,481159,455572,466576,435206,465778,103391.94,123424.97,22.25,25.65,100945.78,124668.87,22.16,26.72
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-A,13730,50,274.600,45.767,45.767,464830,481367,455632,466648,435206,465778,103702.70,123748.94,22.31,25.71,100953.20,124724.46,22.16,26.73
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,BL1-H,,13723,50,274.460,45.743,45.743,284,N/A,268,N/A,245,N/A,125.89,N/A,44.26,N/A,109.71,N/A,40.94,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-W,13730,50,274.600,45.767,48.108,464830,88,455632,87,435206,86,103702.70,7.72,22.31,8.79,100953.20,7.41,22.16,8.52
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,FSC-W,28540,50,570.800,95.133,95.133,534671,108,507823,99,457649,86,154584.80,31.47,28.91,29.07,153876.83,22.24,30.30,22.46
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B3.fcs,B3,Experiment,None,N/A,All Events,N/A,N/A,30000,63,476.190,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B3.fcs,B3,Experiment,None,,cell,FSC-H,SSC-H,28100,63,446.032,93.667,93.667,556003,121868,529207,114359,494627,113626,157353.80,43261.51,28.30,35.50,163307.65,33987.86,30.86,29.72
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B3.fcs,B3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12994,63,206.254,43.313,99.938,480561,499215,472496,485952,439359,445468,105718.42,127886.80,22.00,25.62,104740.50,131076.66,22.17,26.97
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B3.fcs,B3,Experiment,None,,single cell,FSC-H,FSC-A,13002,63,206.381,43.340,43.340,480751,499453,472640,486060,439359,445468,105993.84,128216.32,22.05,25.67,104827.23,131339.08,22.18,27.02
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B3.fcs,B3,Experiment,None,,CTA1-GFP,BL1-H,,12994,63,206.254,43.313,43.313,308,N/A,293,N/A,245,N/A,122.38,N/A,39.69,N/A,114.90,N/A,39.22,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B3.fcs,B3,Experiment,None,,single cell,FSC-H,FSC-W,13002,63,206.381,43.340,46.270,480751,88,472640,87,439359,86,105993.84,8.07,22.05,9.13,104827.23,7.41,22.18,8.52
d010623-0min-0NPi-D80-GFP-R4,0min,0min,B3.fcs,B3,Experiment,None,,cell,FSC-H,FSC-W,28100,63,446.032,93.667,93.667,556003,110,529207,101,494627,86,157353.80,31.98,28.30,28.98,163307.65,23.72,30.86,23.49
d010623-0min-0NPi-D80-GFP-R4,0min,0min,C1.fcs,C1,Experiment,None,N/A,All Events,N/A,N/A,30000,63,476.190,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,C1.fcs,C1,Experiment,None,,cell,FSC-H,SSC-H,28028,63,444.889,93.427,93.427,530860,122118,503851,112477,451539,117709,162583.46,47057.89,30.63,38.53,170910.42,37285.17,33.92,33.15
d010623-0min-0NPi-D80-GFP-R4,0min,0min,C1.fcs,C1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13538,63,214.889,45.127,99.941,464753,482253,451482,464815,453543,406556,112952.62,133938.11,24.30,27.77,112405.54,137480.01,24.90,29.58
d010623-0min-0NPi-D80-GFP-R4,0min,0min,C1.fcs,C1,Experiment,None,,single cell,FSC-H,FSC-A,13546,63,215.016,45.153,45.153,464924,482476,451534,464878,453543,406556,113167.92,134222.13,24.34,27.82,112523.41,137600.10,24.92,29.60
d010623-0min-0NPi-D80-GFP-R4,0min,0min,C1.fcs,C1,Experiment,None,,CTA1-GFP,BL1-H,,13538,63,214.889,45.127,45.127,356,N/A,331,N/A,312,N/A,175.96,N/A,49.42,N/A,136.40,N/A,41.21,N/A
d010623-0min-0NPi-D80-GFP-R4,0min,0min,C1.fcs,C1,Experiment,None,,single cell,FSC-H,FSC-W,13546,63,215.016,45.153,48.330,464924,87,451534,86,453543,86,113167.92,8.20,24.34,9.38,112523.41,7.41,24.92,8.62
