date,Species,Treatment,Time_point_min,Buds,unbuded,total_count,Percent_unbud,Percent_bud,genotype
d041123,Cg,Ctrl,0,51,23,74,31.08108108,68.91891892,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,Ctrl,0,52,16,68,23.52941176,76.47058824,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,Ctrl,0,43,29,72,40.27777778,59.72222222,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,35,16,51,31.37254902,68.62745098,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,36,18,54,33.33333333,66.66666667,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,42,11,53,20.75471698,79.24528302,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,41,10,51,19.60784314,80.39215686,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,36,26,62,41.93548387,58.06451613,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,47,16,63,25.3968254,74.6031746,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,42,13,55,23.63636364,76.36363636,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,45,43,18,61,29.50819672,70.49180328,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,18,35,53,66.03773585,33.96226415,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,17,29,46,63.04347826,36.95652174,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,10,28,38,73.68421053,26.31578947,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,7,33,40,82.5,17.5,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,16,50,66,75.75757576,24.24242424,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,15,40,55,72.72727273,27.27272727,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,14,39,53,73.58490566,26.41509434,BG2; plasmid_pCU-CgPho84pr-yeGFP
d041123,Cg,0Pi,135,6,41,47,87.23404255,12.76595745,BG2; plasmid_pCU-CgPho84pr-yeGFP
