Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d051123-0min-SCH9-3E-R2,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051123-0min-SCH9-3E-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28863,34,848.912,96.210,96.210,508367,116166,475945,108090,445496,109572,154397.27,43962.16,30.37,37.84,146145.81,33586.82,30.71,31.07
d051123-0min-SCH9-3E-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14395,34,423.382,47.983,99.944,454579,463584,441658,446241,435123,457896,108851.67,127081.43,23.95,27.41,103884.30,124957.97,23.52,28.00
d051123-0min-SCH9-3E-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,14403,34,423.618,48.010,48.010,454736,463787,441751,446299,435123,457896,109065.83,127348.38,23.98,27.46,104001.42,125032.10,23.54,28.02
d051123-0min-SCH9-3E-R2,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,14395,34,423.382,47.983,47.983,3754,N/A,3233,N/A,3861,N/A,2133.21,N/A,56.82,N/A,1596.76,N/A,49.39,N/A
d051123-0min-SCH9-3E-R2,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,14403,34,423.618,48.010,49.901,454736,87,441751,86,435123,86,109065.83,7.80,23.98,8.96,104001.42,7.41,23.54,8.62
d051123-0min-SCH9-3E-R2,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28863,34,848.912,96.210,96.210,508367,107,475945,97,445496,86,154397.27,33.42,30.37,31.18,146145.81,19.27,30.71,19.87
d051123-0min-SCH9-3E-R2,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,37,810.811,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051123-0min-SCH9-3E-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,29196,37,789.081,97.320,97.320,470651,114086,434742,104670,387958,84990,154033.20,45049.32,32.73,39.49,139135.34,34010.10,32.00,32.49
d051123-0min-SCH9-3E-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14891,37,402.459,49.637,99.966,430960,437202,412255,413063,381949,384036,111541.86,128423.50,25.88,29.37,104456.58,122613.98,25.34,29.68
d051123-0min-SCH9-3E-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,14896,37,402.595,49.653,49.653,431085,437356,412313,413108,381949,384036,111731.61,128681.62,25.92,29.42,104552.95,122731.85,25.36,29.71
d051123-0min-SCH9-3E-R2,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,14891,37,402.459,49.637,49.637,3731,N/A,3280,N/A,3455,N/A,2023.83,N/A,54.25,N/A,1550.80,N/A,47.28,N/A
d051123-0min-SCH9-3E-R2,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,14896,37,402.595,49.653,51.021,431085,86,412313,85,381949,86,111731.61,7.70,25.92,8.96,104552.95,7.41,25.36,8.72
d051123-0min-SCH9-3E-R2,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,29196,37,789.081,97.320,97.320,470651,103,434742,95,387958,86,154033.20,31.03,32.73,30.01,139135.34,17.79,32.00,18.73
d051123-0min-SCH9-3E-R2,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,39,769.231,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051123-0min-SCH9-3E-R2,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28706,39,736.051,95.687,95.687,508022,115978,477116,108616,455810,113692,153980.11,43615.82,30.31,37.61,145918.97,34182.08,30.58,31.47
d051123-0min-SCH9-3E-R2,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14476,39,371.179,48.253,99.986,455443,465174,442663,448139,437278,431210,107874.07,126536.31,23.69,27.20,102575.16,123313.03,23.17,27.52
d051123-0min-SCH9-3E-R2,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,14478,39,371.231,48.260,48.260,455495,465228,442699,448153,437278,431210,107958.16,126610.89,23.70,27.21,102653.00,123336.75,23.19,27.52
d051123-0min-SCH9-3E-R2,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,14476,39,371.179,48.253,48.253,3717,N/A,3325,N/A,3367,N/A,1925.12,N/A,51.80,N/A,1484.08,N/A,44.63,N/A
d051123-0min-SCH9-3E-R2,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,14478,39,371.231,48.260,50.435,455495,87,442699,86,437278,86,107958.16,7.75,23.70,8.88,102653.00,7.41,23.19,8.62
d051123-0min-SCH9-3E-R2,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,28706,39,736.051,95.687,95.687,508022,106,477116,97,455810,86,153980.11,31.44,30.31,29.59,145918.97,19.27,30.58,19.87
d051123-0min-SCH9-3E-R2,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
