Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d051421-0min-H2O2-R3-6-8I,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,29,1034.483,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28359,29,977.897,94.530,94.530,513099,134927,484837,125654,447492,128013,152411.60,49553.88,29.70,36.73,153551.40,39158.43,31.67,31.16
d051421-0min-H2O2-R3-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15841,29,546.241,52.803,99.855,469467,488644,452348,465394,429071,416724,117047.33,139991.72,24.93,28.65,118560.55,143440.06,26.21,30.82
d051421-0min-H2O2-R3-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,15864,29,547.034,52.880,52.880,469870,489236,452447,465702,429071,416724,117500.30,140773.97,25.01,28.77,118730.31,143851.49,26.24,30.89
d051421-0min-H2O2-R3-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,15841,29,546.241,52.803,52.803,11231,N/A,9929,N/A,12095,N/A,6525.47,N/A,58.10,N/A,5285.47,N/A,53.23,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,15864,29,547.034,52.880,55.940,469870,87,452447,85,429071,86,117500.30,8.25,25.01,9.53,118730.31,7.41,26.24,8.72
d051421-0min-H2O2-R3-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28359,29,977.897,94.530,94.530,513099,108,484837,95,447492,87,152411.60,48.46,29.70,44.85,153551.40,17.79,31.67,18.73
d051421-0min-H2O2-R3-6-8I,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28172,34,828.588,93.907,93.907,533921,135911,507195,127626,429129,132091,154148.02,48313.07,28.87,35.55,155669.29,38116.16,30.69,29.87
d051421-0min-H2O2-R3-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15573,34,458.029,51.910,99.923,481672,503602,468793,484610,437257,484303,113557.24,137147.99,23.58,27.23,112713.18,139383.67,24.04,28.76
d051421-0min-H2O2-R3-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,15585,34,458.382,51.950,51.950,481909,503910,468949,484736,437257,484303,113858.86,137550.17,23.63,27.30,112855.51,139428.15,24.07,28.76
d051421-0min-H2O2-R3-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,15573,34,458.029,51.910,51.910,9591,N/A,7684,N/A,10381,N/A,7856.02,N/A,81.91,N/A,4871.82,N/A,63.40,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,15585,34,458.382,51.950,55.321,481909,88,468949,86,437257,87,113858.86,8.28,23.63,9.44,112855.51,7.41,24.07,8.62
d051421-0min-H2O2-R3-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28172,34,828.588,93.907,93.907,533921,109,507195,96,429129,87,154148.02,46.42,28.87,42.67,155669.29,17.79,30.69,18.53
d051421-0min-H2O2-R3-6-8I,0min,0min,A3.fcs,A3,Experiment,None,N/A,All Events,N/A,N/A,30000,40,750.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,SSC-H,27437,40,685.925,91.457,91.457,552050,143059,530231,134192,515157,132065,155782.89,49550.71,28.22,34.64,166221.70,39343.76,31.35,29.32
d051421-0min-H2O2-R3-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15056,40,376.400,50.187,99.874,497374,521077,485250,502621,515236,447408,116888.05,141663.72,23.50,27.19,123258.17,151549.15,25.40,30.15
d051421-0min-H2O2-R3-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-A,15075,40,376.875,50.250,50.250,497734,521569,485396,502833,515236,447408,117285.40,142261.91,23.56,27.28,123525.78,151797.48,25.45,30.19
d051421-0min-H2O2-R3-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,BL1-H,,15056,40,376.400,50.187,50.187,8452,N/A,7532,N/A,7366,N/A,4772.70,N/A,56.47,N/A,3245.41,N/A,43.09,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-W,15075,40,376.875,50.250,54.944,497734,88,485396,87,515236,86,117285.40,8.50,23.56,9.62,123525.78,8.90,25.45,10.22
d051421-0min-H2O2-R3-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,FSC-W,27437,40,685.925,91.457,91.457,552050,109,530231,97,515157,86,155782.89,44.95,28.22,41.22,166221.70,19.27,31.35,19.87
d051421-0min-H2O2-R3-6-8I,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,27,1111.111,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28409,27,1052.185,94.697,94.697,521041,134697,491954,125640,429087,130059,152415.10,48836.77,29.25,36.26,152012.46,38603.94,30.90,30.73
d051421-0min-H2O2-R3-6-8I,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15384,27,569.778,51.280,99.929,474395,492646,458231,470414,429123,447492,116002.19,138607.67,24.45,28.14,114624.25,139849.95,25.01,29.73
d051421-0min-H2O2-R3-6-8I,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,15395,27,570.185,51.317,51.317,474547,492901,458271,470479,429123,447492,116163.28,138910.57,24.48,28.18,114664.28,139960.40,25.02,29.75
d051421-0min-H2O2-R3-6-8I,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,15384,27,569.778,51.280,51.280,10811,N/A,9530,N/A,9484,N/A,6522.35,N/A,60.33,N/A,4322.52,N/A,45.36,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,15395,27,570.185,51.317,54.191,474547,87,458271,85,429123,86,116163.28,8.27,24.48,9.55,114664.28,7.41,25.02,8.72
d051421-0min-H2O2-R3-6-8I,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,28409,27,1052.185,94.697,94.697,521041,111,491954,95,429087,86,152415.10,52.47,29.25,47.39,152012.46,17.79,30.90,18.73
d051421-0min-H2O2-R3-6-8I,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,SSC-H,28087,34,826.088,93.623,93.623,543746,138073,517166,129489,453721,130035,152906.59,47893.53,28.12,34.69,156359.44,38197.71,30.23,29.50
d051421-0min-H2O2-R3-6-8I,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15487,34,455.500,51.623,99.884,491117,512229,477555,493224,455772,455666,113691.65,137119.02,23.15,26.77,114114.24,141100.52,23.90,28.61
d051421-0min-H2O2-R3-6-8I,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-A,15505,34,456.029,51.683,51.683,491472,512722,477704,493372,455772,455666,114116.20,137807.16,23.22,26.88,114281.77,141319.95,23.92,28.64
d051421-0min-H2O2-R3-6-8I,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,BL1-H,,15487,34,455.500,51.623,51.623,10620,N/A,8184,N/A,7012,N/A,10912.36,N/A,102.75,N/A,5120.90,N/A,62.57,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-W,15505,34,456.029,51.683,55.203,491472,88,477704,87,455772,86,114116.20,8.32,23.22,9.48,114281.77,8.90,23.92,10.22
d051421-0min-H2O2-R3-6-8I,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,FSC-W,28087,34,826.088,93.623,93.623,543746,109,517166,96,453721,86,152906.59,46.62,28.12,42.72,156359.44,17.79,30.23,18.53
d051421-0min-H2O2-R3-6-8I,0min,0min,B3.fcs,B3,Experiment,None,N/A,All Events,N/A,N/A,30000,38,789.474,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051421-0min-H2O2-R3-6-8I,0min,0min,B3.fcs,B3,Experiment,None,,cell,FSC-H,SSC-H,27908,38,734.421,93.027,93.027,551576,140397,526434,132591,486469,132086,150289.58,47271.24,27.25,33.67,155289.00,38168.05,29.50,28.79
