Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d051321-0min-H2O2-R2-6-8I,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,30,1000.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051321-0min-H2O2-R2-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28350,30,945.000,94.500,94.500,504196,133228,477002,123627,439289,121827,153399.91,49874.54,30.42,37.44,155581.82,38711.43,32.62,31.31
d051321-0min-H2O2-R2-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15884,30,529.467,52.947,99.912,463371,482630,446236,460087,426940,445528,117817.40,140222.28,25.43,29.05,119289.25,144608.35,26.73,31.43
d051321-0min-H2O2-R2-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,15898,30,529.933,52.993,52.993,463560,482958,446366,460226,426940,445528,118012.70,140637.66,25.46,29.12,119326.32,144888.57,26.73,31.48
d051321-0min-H2O2-R2-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,15884,30,529.467,52.947,52.947,10887,N/A,9593,N/A,12334,N/A,6214.21,N/A,57.08,N/A,4874.79,N/A,50.82,N/A
d051321-0min-H2O2-R2-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,15898,30,529.933,52.993,56.078,463560,86,446366,85,426940,86,118012.70,8.13,25.46,9.40,119326.32,7.41,26.73,8.72
d051321-0min-H2O2-R2-6-8I,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28350,30,945.000,94.500,94.500,504196,107,477002,94,439289,86,153399.91,47.72,30.42,44.56,155581.82,16.31,32.62,17.35
d051321-0min-H2O2-R2-6-8I,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,75,400.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051321-0min-H2O2-R2-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28398,75,378.640,94.660,94.660,537149,129915,512482,121584,449542,121849,152996.33,46325.83,28.48,35.66,159278.68,37265.15,31.08,30.65
d051321-0min-H2O2-R2-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16501,75,220.013,55.003,99.933,494341,514651,480536,494433,451818,484389,118414.92,140879.17,23.95,27.37,123537.64,148836.73,25.71,30.10
d051321-0min-H2O2-R2-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,16512,75,220.160,55.040,55.040,494559,514926,480623,494549,451818,484389,118681.17,141235.55,24.00,27.43,123646.61,148999.07,25.73,30.13
d051321-0min-H2O2-R2-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,16501,75,220.013,55.003,55.003,9082,N/A,7732,N/A,9483,N/A,6286.73,N/A,69.22,N/A,4728.01,N/A,61.15,N/A
d051321-0min-H2O2-R2-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,16512,75,220.160,55.040,58.145,494559,88,480623,87,451818,86,118681.17,8.37,24.00,9.47,123646.61,7.41,25.73,8.52
d051321-0min-H2O2-R2-6-8I,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28398,75,378.640,94.660,94.660,537149,103,512482,95,449542,86,152996.33,31.63,28.48,30.82,159278.68,16.31,31.08,17.17
d051321-0min-H2O2-R2-6-8I,0min,0min,A3.fcs,A3,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051321-0min-H2O2-R2-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,cell,FSC-H,SSC-H,28309,36,786.361,94.363,94.363,536506,135797,510713,128455,447426,128051,152355.09,46947.61,28.40,34.57,156704.89,37852.26,30.68,29.47
d051321-0min-H2O2-R2-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15578,36,432.722,51.927,99.872,489918,510220,474415,488477,418860,447383,117482.42,141782.86,23.98,27.79,120361.17,147962.74,25.37,30.29
d051321-0min-H2O2-R2-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-A,15598,36,433.278,51.993,51.993,490320,510752,474648,488697,418860,447383,117948.33,142470.08,24.06,27.89,120502.76,148313.37,25.39,30.35
d051321-0min-H2O2-R2-6-8I,0min,0min,A3.fcs,A3,Experiment,None,,CTA1-GFP,BL1-H,,15578,36,432.722,51.927,51.927,7991,N/A,7266,N/A,8396,N/A,3962.50,N/A,49.59,N/A,3171.28,N/A,43.65,N/A
