Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,26,1153.846,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28098,26,1080.692,93.660,93.660,504686,130357,475618,121530,422893,128015,155149.29,48518.32,30.74,37.22,148480.16,36754.39,31.22,30.24
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14838,26,570.692,49.460,99.859,458053,480026,445780,460282,449606,406555,114407.15,139779.13,24.98,29.12,110957.04,139927.04,24.89,30.40
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,14859,26,571.500,49.530,49.530,458417,480599,445909,460513,449606,406555,114813.01,140552.64,25.05,29.25,111141.62,140248.03,24.92,30.45
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,14838,26,570.692,49.460,49.460,5631,N/A,5150,N/A,6325,N/A,2607.80,N/A,46.31,N/A,2128.27,N/A,41.33,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,14859,26,571.500,49.530,52.883,458417,86,445909,85,449606,86,114813.01,8.18,25.05,9.48,111141.62,7.41,24.92,8.72
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28098,26,1080.692,93.660,93.660,504686,110,475618,95,422893,86,155149.29,52.86,30.74,47.89,148480.16,17.79,31.22,18.73
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,27679,34,814.088,92.263,92.263,530850,132395,504571,124457,453626,123947,155290.62,47046.41,29.25,35.53,153644.80,35901.16,30.45,28.85
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15074,34,443.353,50.247,99.808,479346,503181,467067,483749,461679,437390,115074.02,141616.80,24.01,28.14,114307.72,145064.25,24.47,29.99
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,15103,34,444.206,50.343,50.343,479920,503993,467314,484080,461679,437390,115729.57,142692.05,24.11,28.31,114535.30,145475.67,24.51,30.05
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,15074,34,443.353,50.247,50.247,3614,N/A,3131,N/A,3826,N/A,2210.82,N/A,61.17,N/A,1555.25,N/A,49.68,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,15103,34,444.206,50.343,54.565,479920,87,467314,86,461679,86,115729.57,8.31,24.11,9.51,114535.30,8.90,24.51,10.34
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,27679,34,814.088,92.263,92.263,530850,109,504571,96,453626,86,155290.62,47.41,29.25,43.47,153644.80,17.79,30.45,18.53
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A3.fcs,A3,Experiment,None,N/A,All Events,N/A,N/A,30000,29,1034.483,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A3.fcs,A3,Experiment,None,,cell,FSC-H,SSC-H,27871,29,961.069,92.903,92.903,541715,134358,518977,127507,468006,127985,151885.85,45738.30,28.04,34.04,153051.76,36175.44,29.49,28.37
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A3.fcs,A3,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14941,29,515.207,49.803,99.826,489040,510725,479098,493264,439237,422882,112482.39,137781.42,23.00,26.98,115807.37,144319.25,24.17,29.26
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-A,14967,29,516.103,49.890,49.890,489545,511446,479290,493441,439237,422882,113101.77,138765.71,23.10,27.13,116004.55,144729.93,24.20,29.33
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A3.fcs,A3,Experiment,None,,CTA1-GFP,BL1-H,,14941,29,515.207,49.803,49.803,5445,N/A,5072,N/A,6140,N/A,2302.38,N/A,42.28,N/A,2011.89,N/A,39.67,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A3.fcs,A3,Experiment,None,,single cell,FSC-H,FSC-W,14967,29,516.103,49.890,53.701,489545,87,479290,86,439237,86,113101.77,8.25,23.10,9.44,116004.55,7.41,24.20,8.62
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,A3.fcs,A3,Experiment,None,,cell,FSC-H,FSC-W,27871,29,961.069,92.903,92.903,541715,111,518977,97,468006,86,151885.85,49.46,28.04,44.69,153051.76,19.27,29.49,19.87
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,27,1111.111,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28434,27,1053.111,94.780,94.780,504118,128325,475540,120092,472053,119906,153715.27,47673.26,30.49,37.15,146806.31,36483.82,30.87,30.38
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,15410,27,570.741,51.367,99.877,456889,478928,445701,460582,449408,422958,112230.65,137316.85,24.56,28.67,110411.44,139792.87,24.77,30.35
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,15429,27,571.444,51.430,51.430,457225,479431,445910,460737,449408,422958,112622.09,137994.84,24.63,28.78,110590.10,140036.02,24.80,30.39
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,15410,27,570.741,51.367,51.367,6233,N/A,5771,N/A,5972,N/A,2673.95,N/A,42.90,N/A,2243.17,N/A,38.87,N/A
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,15429,27,571.444,51.430,54.263,457225,86,445910,85,449408,86,112622.09,8.01,24.63,9.28,110590.10,7.41,24.80,8.72
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,28434,27,1053.111,94.780,94.780,504118,109,475540,95,472053,86,153715.27,50.07,30.49,45.98,146806.31,17.79,30.87,18.73
d050521-0min-H2O2-R1-6-8I,0min,0min-H2O2,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,32,937.500,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
