Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,N/A,All Events,N/A,N/A,64640,59,1095.593,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,cell,FSC-H,SSC-H,62850,59,1065.254,97.231,97.231,468883,119461,449378,109798,416728,105463,153625.48,49214.90,32.76,41.20,146205.11,37448.25,32.53,34.11
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,High_ROS,BL1-H,,5963,59,101.068,9.225,19.877,1265,N/A,1182,N/A,1013,N/A,661.36,N/A,52.27,N/A,176.43,N/A,14.93,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,500_gate,BL1-H,,23855,59,404.322,36.904,79.517,864,N/A,800,N/A,713,N/A,421.26,N/A,48.74,N/A,252.04,N/A,31.51,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,2000_gate,BL1-H,,76,59,1.288,0.118,0.253,3531,N/A,2191,N/A,2026,N/A,5121.29,N/A,145.05,N/A,246.11,N/A,11.23,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,single cell,BL1-H,,30000,59,508.475,46.411,46.411,766,N/A,720,N/A,713,N/A,424.50,N/A,55.44,N/A,297.26,N/A,41.31,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,single cell,FSC-H,FSC-W,30000,59,508.475,46.411,47.733,434585,86,421067,85,383988,87,104056.52,7.60,23.94,8.80,97698.15,7.41,23.20,8.72
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,cell,FSC-H,FSC-W,62850,59,1065.254,97.231,97.231,468883,106,449378,95,416728,87,153625.48,35.10,32.76,33.08,146205.11,20.76,32.53,21.85
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,single cell,BL1-H,SSC-A,30000,59,508.475,46.411,46.411,766,115189,720,110411,716,111603,424.50,39023.70,55.44,33.88,297.26,30707.61,41.31,27.81
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,high_ROS_population,BL1-H,SSC-A,37,59,0.627,0.057,0.123,4940,141257,2422,145059,1925,67226,7116.17,51607.75,144.05,36.53,505.57,50524.04,20.87,34.83
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,R1,BL1-H,SSC-A,6129,59,103.881,9.482,20.430,1258,150031,1176,139113,1004,130066,653.75,47643.51,51.97,31.76,176.43,42076.19,15.00,30.25
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,single cell,BL1-H,SSC-A,30000,59,508.475,46.411,46.411,766,115189,720,110411,716,111603,424.50,39023.70,55.44,33.88,297.26,30707.61,41.31,27.81
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A5.fcs,A5,Experiment,None,,single cell,BL1-H,SSC-A,30000,59,508.475,46.411,46.411,766,115189,720,110411,716,111603,424.50,39023.70,55.44,33.88,297.26,30707.61,41.31,27.81
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,N/A,All Events,N/A,N/A,64880,58,1118.621,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,cell,FSC-H,SSC-H,62764,58,1082.138,96.739,96.739,485305,122494,468199,112154,381933,99293,158575.53,50567.77,32.68,41.28,157925.07,39145.83,33.73,34.90
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,High_ROS,BL1-H,,5889,58,101.534,9.077,19.630,1267,N/A,1180,N/A,1012,N/A,531.16,N/A,41.92,N/A,173.46,N/A,14.70,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,500_gate,BL1-H,,23866,58,411.483,36.785,79.553,863,N/A,798,N/A,643,N/A,370.88,N/A,42.96,N/A,250.56,N/A,31.40,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,2000_gate,BL1-H,,84,58,1.448,0.129,0.280,3413,N/A,2223,N/A,2113,N/A,3525.26,N/A,103.30,N/A,233.51,N/A,10.50,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,single cell,BL1-H,,30000,58,517.241,46.239,46.239,766,N/A,720,N/A,643,N/A,384.83,N/A,50.26,N/A,295.04,N/A,40.98,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,single cell,FSC-H,FSC-W,30000,58,517.241,46.239,47.798,440569,87,426960,86,381987,86,105576.33,7.68,23.96,8.80,100777.51,7.41,23.60,8.62
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,cell,FSC-H,FSC-W,62764,58,1082.138,96.739,96.739,485305,107,468199,96,381933,86,158575.53,34.23,32.68,32.08,157925.07,20.76,33.73,21.62
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,single cell,BL1-H,SSC-A,30000,58,517.241,46.239,46.239,766,115590,720,110841,735,105454,384.83,38671.46,50.26,33.46,295.04,30400.71,40.98,27.43
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,high_ROS_population,BL1-H,SSC-A,44,58,0.759,0.068,0.147,4496,131072,2468,133595,1946,70373,4630.47,51873.30,103.00,39.58,710.91,62870.39,28.80,47.06
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,R1,BL1-H,SSC-A,6084,58,104.897,9.377,20.280,1259,149455,1174,139321,1003,113724,524.69,47246.25,41.69,31.61,174.95,41580.26,14.90,29.85
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,single cell,BL1-H,SSC-A,30000,58,517.241,46.239,46.239,766,115590,720,110841,735,105454,384.83,38671.46,50.26,33.46,295.04,30400.71,40.98,27.43
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,A6.fcs,A6,Experiment,None,,single cell,BL1-H,SSC-A,30000,58,517.241,46.239,46.239,766,115590,720,110841,735,105454,384.83,38671.46,50.26,33.46,295.04,30400.71,40.98,27.43
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,N/A,All Events,N/A,N/A,64590,61,1058.852,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,cell,FSC-H,SSC-H,62369,61,1022.443,96.561,96.561,493213,113780,474217,106275,416878,105449,149660.33,46273.72,30.34,40.67,143540.88,34559.41,30.27,32.52
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,High_ROS,BL1-H,,4132,61,67.738,6.397,13.773,1286,N/A,1157,N/A,1013,N/A,1406.33,N/A,109.37,N/A,158.64,N/A,13.71,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,500_gate,BL1-H,,21628,61,354.557,33.485,72.093,824,N/A,753,N/A,563,N/A,665.74,N/A,80.77,N/A,222.39,N/A,29.53,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,2000_gate,BL1-H,,75,61,1.230,0.116,0.250,5061,N/A,2429,N/A,2118,N/A,9674.02,N/A,191.15,N/A,566.35,N/A,23.32,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,single cell,BL1-H,,30000,61,491.803,46.447,46.447,699,N/A,652,N/A,563,N/A,601.95,N/A,86.13,N/A,274.28,N/A,42.07,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,single cell,FSC-H,FSC-W,30000,61,491.803,46.447,48.101,442609,87,434897,86,416898,86,106491.60,7.74,24.06,8.91,101538.82,7.41,23.35,8.62
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,cell,FSC-H,FSC-W,62369,61,1022.443,96.561,96.561,493213,109,474217,98,416878,86,149660.33,35.64,30.34,32.85,143540.88,22.24,30.27,22.69
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,single cell,BL1-H,SSC-A,30000,61,491.803,46.447,46.447,699,105682,652,104133,668,111661,601.95,36053.83,86.13,34.12,274.28,31880.35,42.07,30.62
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,high_ROS_population,BL1-H,SSC-A,58,61,0.951,0.090,0.193,5915,110300,2678,107628,2005,93447,10873.10,39324.70,183.83,35.65,811.72,45670.01,30.32,42.43
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,R1,BL1-H,SSC-A,4274,61,70.066,6.617,14.247,1276,140396,1150,130455,1030,125984,1383.71,45524.99,108.41,32.43,158.64,35055.34,13.79,26.87
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,single cell,BL1-H,SSC-A,30000,61,491.803,46.447,46.447,699,105682,652,104133,668,111661,601.95,36053.83,86.13,34.12,274.28,31880.35,42.07,30.62
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B5.fcs,B5,Experiment,None,,single cell,BL1-H,SSC-A,30000,61,491.803,46.447,46.447,699,105682,652,104133,668,111661,601.95,36053.83,86.13,34.12,274.28,31880.35,42.07,30.62
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,N/A,All Events,N/A,N/A,63059,60,1050.983,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,cell,FSC-H,SSC-H,61073,60,1017.883,96.851,96.851,503363,113967,485030,106848,449464,107535,151813.26,45637.92,30.16,40.04,147631.37,34569.78,30.44,32.35
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,High_ROS,BL1-H,,4012,60,66.867,6.362,13.373,1257,N/A,1154,N/A,1012,N/A,681.16,N/A,54.19,N/A,151.23,N/A,13.10,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,500_gate,BL1-H,,21647,60,360.783,34.328,72.157,816,N/A,753,N/A,541,N/A,381.73,N/A,46.76,N/A,223.87,N/A,29.73,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,2000_gate,BL1-H,,68,60,1.133,0.108,0.227,4075,N/A,2540,N/A,2030,N/A,4181.01,N/A,102.59,N/A,716.84,N/A,28.23,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,single cell,BL1-H,,30000,60,500.000,47.574,47.574,693,N/A,649,N/A,541,N/A,382.93,N/A,55.24,N/A,274.28,N/A,42.26,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,single cell,FSC-H,FSC-W,30000,60,500.000,47.574,49.122,447319,87,441609,87,433154,86,105631.62,7.82,23.61,8.95,99511.37,8.90,22.53,10.22
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,cell,FSC-H,FSC-W,61073,60,1017.883,96.851,96.851,503363,108,485030,98,449464,86,151813.26,35.20,30.16,32.49,147631.37,20.76,30.44,21.18
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,single cell,BL1-H,SSC-A,30000,60,500.000,47.574,47.574,693,104920,649,103732,745,113660,382.93,35374.26,55.24,33.72,274.28,31153.13,42.26,30.03
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,high_ROS_population,BL1-H,SSC-A,48,60,0.800,0.076,0.160,4872,118405,3041,113660,2220,82703,4765.23,42647.86,97.80,36.02,1220.18,45125.15,40.12,39.70
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,R1,BL1-H,SSC-A,4156,60,69.267,6.591,13.853,1248,138241,1148,127966,1004,119959,670.89,45238.57,53.75,32.72,154.19,33032.33,13.43,25.81
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,single cell,BL1-H,SSC-A,30000,60,500.000,47.574,47.574,693,104920,649,103732,745,113660,382.93,35374.26,55.24,33.72,274.28,31153.13,42.26,30.03
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,B6.fcs,B6,Experiment,None,,single cell,BL1-H,SSC-A,30000,60,500.000,47.574,47.574,693,104920,649,103732,745,113660,382.93,35374.26,55.24,33.72,274.28,31153.13,42.26,30.03
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,N/A,All Events,N/A,N/A,65717,53,1239.943,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,,cell,FSC-H,SSC-H,63117,53,1190.887,96.044,96.044,512283,111079,493752,103744,451607,105507,153802.54,45485.31,30.02,40.95,141849.24,35140.58,28.73,33.87
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,,High_ROS,BL1-H,,5331,53,100.585,8.112,17.770,1276,N/A,1170,N/A,1012,N/A,848.45,N/A,66.51,N/A,164.57,N/A,14.07,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,,500_gate,BL1-H,,23071,53,435.302,35.107,76.903,854,N/A,787,N/A,586,N/A,484.33,N/A,56.75,N/A,243.15,N/A,30.90,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,,2000_gate,BL1-H,,102,53,1.925,0.155,0.340,3988,N/A,2349,N/A,2074,N/A,5332.31,N/A,133.71,N/A,413.65,N/A,17.61,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,,single cell,BL1-H,,30000,53,566.038,45.650,45.650,744,N/A,696,N/A,586,N/A,470.99,N/A,63.28,N/A,290.59,N/A,41.75,N/A
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,,single cell,FSC-H,FSC-W,30000,53,566.038,45.650,47.531,456151,87,453551,87,443325,86,106253.81,7.80,23.29,8.92,94879.73,7.41,20.92,8.52
d032723-DCFCA-R8,DCFCA-DMSO,Cg-b1b2,C5.fcs,C5,Experiment,None,,cell,FSC-H,FSC-W,63117,53,1190.887,96.044,96.044,512283,110,493752,98,451607,86,153802.54,37.84,30.02,34.31,141849.24,22.24,28.73,22.69
