Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,N/A,All Events,N/A,N/A,69257,40,1731.425,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,cell,FSC-H,SSC-H,65531,40,1638.275,94.620,94.620,482476,116991,455892,106039,388094,103428,161244.89,50941.75,33.42,43.54,155509.91,38764.06,34.11,36.56
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,High_ROS,BL1-H,,11768,40,294.200,16.992,39.227,1502,N/A,1330,N/A,1012,N/A,579.33,N/A,38.57,N/A,330.62,N/A,24.86,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,2000_gate,BL1-H,,1519,40,37.975,2.193,5.063,2620,N/A,2387,N/A,2045,N/A,852.35,N/A,32.54,N/A,410.68,N/A,17.20,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,500_gate,BL1-H,,26127,40,653.175,37.725,87.090,1089,N/A,953,N/A,805,N/A,549.21,N/A,50.43,N/A,382.51,N/A,40.14,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,single cell,BL1-H,,30000,40,750.000,43.317,43.317,998,N/A,880,N/A,805,N/A,565.19,N/A,56.62,N/A,415.87,N/A,47.26,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,single cell,FSC-H,FSC-W,30000,40,750.000,43.317,45.780,448181,85,426173,83,394237,86,114557.13,8.38,25.56,9.91,105785.73,8.90,24.82,10.72
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,cell,FSC-H,FSC-W,65531,40,1638.275,94.620,94.620,482476,109,455892,95,388094,86,161244.89,41.98,33.42,38.61,155509.91,23.72,34.11,24.97
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,single cell,BL1-H,SSC-A,30000,40,750.000,43.317,43.317,998,112980,880,106633,808,105548,565.19,41941.19,56.62,37.12,415.87,32590.51,47.26,30.56
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,High ROS,BL1-H,SSC-A,11975,40,299.375,17.291,39.917,1493,136303,1322,124804,1003,113623,578.00,47007.68,38.71,34.49,330.62,37576.50,25.01,30.11
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,single cell,BL1-H,SSC-A,30000,40,750.000,43.317,43.317,998,112980,880,106633,808,105548,565.19,41941.19,56.62,37.12,415.87,32590.51,47.26,30.56
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,A4.fcs,A4,Experiment,None,,single cell,BL1-H,SSC-A,30000,40,750.000,43.317,43.317,998,112980,880,106633,808,105548,565.19,41941.19,56.62,37.12,415.87,32590.51,47.26,30.56
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,N/A,All Events,N/A,N/A,72488,47,1542.298,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,cell,FSC-H,SSC-H,64697,47,1376.532,89.252,89.252,519557,116642,491603,105590,420868,103444,160973.31,49979.56,30.98,42.85,158928.79,36646.91,32.33,34.71
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,High_ROS,BL1-H,,4686,47,99.702,6.465,15.620,1427,N/A,1239,N/A,1048,N/A,946.15,N/A,66.31,N/A,249.82,N/A,20.17,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,2000_gate,BL1-H,,421,47,8.957,0.581,1.403,2970,N/A,2424,N/A,2189,N/A,2608.73,N/A,87.84,N/A,475.91,N/A,19.63,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,500_gate,BL1-H,,20145,47,428.617,27.791,67.150,876,N/A,761,N/A,563,N/A,560.86,N/A,64.04,N/A,243.15,N/A,31.95,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,single cell,BL1-H,,30000,47,638.298,41.386,41.386,709,N/A,624,N/A,484,N/A,520.67,N/A,73.47,N/A,292.07,N/A,46.81,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,single cell,FSC-H,FSC-W,30000,47,638.298,41.386,46.370,464260,85,448157,84,420804,86,117114.60,8.70,25.23,10.20,108172.72,8.90,24.14,10.59
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,cell,FSC-H,FSC-W,64697,47,1376.532,89.252,89.252,519557,112,491603,98,420868,86,160973.31,42.94,30.98,38.34,158928.79,25.20,32.33,25.72
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,single cell,BL1-H,SSC-A,30000,47,638.298,41.386,41.386,709,107677,624,103244,706,99251,520.67,39878.71,73.47,37.04,292.07,32200.59,46.81,31.19
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,High ROS,BL1-H,SSC-A,4799,47,102.106,6.620,15.997,1417,143694,1230,129718,1004,117816,937.18,50740.76,66.15,35.31,249.08,40258.52,20.25,31.04
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,single cell,BL1-H,SSC-A,30000,47,638.298,41.386,41.386,709,107677,624,103244,706,99251,520.67,39878.71,73.47,37.04,292.07,32200.59,46.81,31.19
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,B4.fcs,B4,Experiment,None,,single cell,BL1-H,SSC-A,30000,47,638.298,41.386,41.386,709,107677,624,103244,706,99251,520.67,39878.71,73.47,37.04,292.07,32200.59,46.81,31.19
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,N/A,All Events,N/A,N/A,86411,75,1152.147,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,cell,FSC-H,SSC-H,68530,75,913.733,79.307,79.307,534399,118776,502412,106726,461819,105461,171308.50,51972.25,32.06,43.76,165845.12,39672.89,33.01,37.17
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,High_ROS,BL1-H,,6122,75,81.627,7.085,20.407,1408,N/A,1229,N/A,1012,N/A,1392.20,N/A,98.86,N/A,235.73,N/A,19.18,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,2000_gate,BL1-H,,404,75,5.387,0.468,1.347,3319,N/A,2430,N/A,2101,N/A,4976.80,N/A,149.95,N/A,461.83,N/A,19.01,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,500_gate,BL1-H,,22035,75,293.800,25.500,73.450,913,N/A,804,N/A,541,N/A,804.30,N/A,88.09,N/A,274.28,N/A,34.11,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,single cell,BL1-H,,30000,75,400.000,34.718,34.718,769,N/A,684,N/A,541,N/A,731.42,N/A,95.14,N/A,324.69,N/A,47.47,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,single cell,FSC-H,FSC-W,30000,75,400.000,34.718,43.776,469444,85,456332,84,427036,86,119106.58,8.92,25.37,10.48,101822.00,8.90,22.31,10.59
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,cell,FSC-H,FSC-W,68530,75,913.733,79.307,79.307,534399,114,502412,99,461819,86,171308.50,45.59,32.06,39.95,165845.12,28.17,33.01,28.45
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,single cell,BL1-H,SSC-A,30000,75,400.000,34.718,34.718,769,106456,684,101596,776,109592,731.42,40165.89,95.14,37.73,324.69,32897.41,47.47,32.38
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,High ROS,BL1-H,SSC-A,6275,75,83.667,7.262,20.917,1398,141306,1220,128801,1004,115701,1376.56,49395.10,98.45,34.96,234.25,38310.38,19.20,29.74
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,single cell,BL1-H,SSC-A,30000,75,400.000,34.718,34.718,769,106456,684,101596,776,109592,731.42,40165.89,95.14,37.73,324.69,32897.41,47.47,32.38
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,C4.fcs,C4,Experiment,None,,single cell,BL1-H,SSC-A,30000,75,400.000,34.718,34.718,769,106456,684,101596,776,109592,731.42,40165.89,95.14,37.73,324.69,32897.41,47.47,32.38
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,N/A,All Events,N/A,N/A,85249,98,869.888,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,,cell,FSC-H,SSC-H,66882,98,682.469,78.455,78.455,530555,119170,498600,107537,461801,101348,175071.08,52118.17,33.00,43.73,164678.31,40535.77,33.03,37.69
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,,High_ROS,BL1-H,,8985,98,91.684,10.540,29.950,1408,N/A,1261,N/A,1013,N/A,1449.79,N/A,102.98,N/A,257.97,N/A,20.46,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,,2000_gate,BL1-H,,525,98,5.357,0.616,1.750,3087,N/A,2280,N/A,2017,N/A,5664.87,N/A,183.50,N/A,292.07,N/A,12.81,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,,500_gate,BL1-H,,24563,98,250.643,28.813,81.877,983,N/A,874,N/A,713,N/A,940.96,N/A,95.73,N/A,323.21,N/A,36.98,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,,single cell,BL1-H,,30000,98,306.122,35.191,35.191,874,N/A,784,N/A,713,N/A,883.13,N/A,101.05,N/A,366.20,N/A,46.71,N/A
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,,single cell,FSC-H,FSC-W,30000,98,306.122,35.191,44.855,468972,85,458482,84,449552,86,112932.07,8.77,24.08,10.26,95767.06,8.90,20.89,10.59
d032523-DCFCA-R6,DCFCA-DMSO,Cg-b1b2,D4.fcs,D4,Experiment,None,,cell,FSC-H,FSC-W,66882,98,682.469,78.455,78.455,530555,111,498600,98,461801,87,175071.08,41.18,33.00,37.11,164678.31,26.69,33.03,27.23
