Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d051023-0min-SCH9-3E-R1,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,38,789.474,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051023-0min-SCH9-3E-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,29155,38,767.237,97.183,97.183,436288,134700,408260,123580,371643,107571,136046.62,53195.74,31.18,39.49,124877.91,44196.31,30.59,35.76
d051023-0min-SCH9-3E-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13641,38,358.974,45.470,99.934,405344,426251,388161,400257,371687,381956,95020.74,119081.69,23.44,27.94,93698.84,115030.48,24.14,28.74
d051023-0min-SCH9-3E-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,13650,38,359.211,45.500,45.500,405546,426556,388241,400359,371687,381956,95330.42,119638.05,23.51,28.05,93850.80,115261.77,24.17,28.79
d051023-0min-SCH9-3E-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,13641,38,358.974,45.470,45.470,4635,N/A,4067,N/A,5223,N/A,2491.74,N/A,53.75,N/A,1960.00,N/A,48.19,N/A
d051023-0min-SCH9-3E-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,13650,38,359.211,45.500,46.819,405546,86,388241,85,371687,86,95330.42,6.68,23.51,7.74,93850.80,5.93,24.17,6.98
d051023-0min-SCH9-3E-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,29155,38,767.237,97.183,97.183,436288,102,408260,95,371643,86,136046.62,27.09,31.18,26.59,124877.91,16.31,30.59,17.17
d051023-0min-SCH9-3E-R1,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,36,833.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d051023-0min-SCH9-3E-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,29217,36,811.583,97.390,97.390,460656,106621,426231,97152,400415,101386,154124.48,44454.27,33.46,41.69,136833.60,32627.58,32.10,33.58
d051023-0min-SCH9-3E-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,14027,36,389.639,46.757,99.929,427420,434366,407447,408662,400436,392227,112583.03,130302.46,26.34,30.00,103937.67,122710.35,25.51,30.03
d051023-0min-SCH9-3E-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,14037,36,389.917,46.790,46.790,427639,434675,407484,408699,400436,392227,112898.88,130783.33,26.40,30.09,104032.56,122834.89,25.53,30.06
d051023-0min-SCH9-3E-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,14027,36,389.639,46.757,46.757,3951,N/A,3406,N/A,3788,N/A,2231.84,N/A,56.48,N/A,1611.59,N/A,47.32,N/A
d051023-0min-SCH9-3E-R1,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,14037,36,389.917,46.790,48.044,427639,85,407484,84,400436,86,112898.88,7.64,26.40,8.99,104032.56,7.41,25.53,8.82
d051023-0min-SCH9-3E-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,29217,36,811.583,97.390,97.390,460656,104,426231,95,400415,86,154124.48,33.16,33.46,31.82,136833.60,19.27,32.10,20.29
