Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d042023-0min-tpd3-tip41-R3,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,47,638.298,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d042023-0min-tpd3-tip41-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28576,47,608.000,95.253,95.253,474347,140810,449059,131319,386001,113688,150901.55,54196.07,31.81,38.49,144191.74,48180.79,32.11,36.69
d042023-0min-tpd3-tip41-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12303,47,261.766,41.010,99.838,432812,455537,419150,434548,416729,381976,100837.83,124623.48,23.30,27.36,99744.88,121024.64,23.80,27.85
d042023-0min-tpd3-tip41-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,12323,47,262.191,41.077,41.077,433342,456309,419271,434729,416729,381976,101632.77,125997.95,23.45,27.61,99968.75,121292.99,23.84,27.90
d042023-0min-tpd3-tip41-R3,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,12303,47,261.766,41.010,41.010,5095,N/A,4458,N/A,4425,N/A,2712.63,N/A,53.24,N/A,2100.84,N/A,47.13,N/A
d042023-0min-tpd3-tip41-R3,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,12323,47,262.191,41.077,43.124,433342,87,419271,87,416729,86,101632.77,7.06,23.45,8.07,99968.75,7.41,23.84,8.52
d042023-0min-tpd3-tip41-R3,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28576,47,608.000,95.253,95.253,474347,105,449059,98,386001,86,150901.55,27.90,31.81,26.48,144191.74,17.79,32.11,18.15
d042023-0min-tpd3-tip41-R3,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,44,681.818,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d042023-0min-tpd3-tip41-R3,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28366,44,644.682,94.553,94.553,545885,119712,518275,112925,453668,111575,151754.62,40749.94,27.80,34.04,150448.31,32837.37,29.03,29.08
d042023-0min-tpd3-tip41-R3,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13594,44,308.955,45.313,99.919,486892,501243,475647,484034,453667,467968,110261.74,131443.54,22.65,26.22,108309.12,132122.64,22.77,27.30
