Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d121521-0min-0Pi-gtr1-R1,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,31,967.742,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d121521-0min-0Pi-gtr1-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28787,31,928.613,95.957,95.957,491202,131586,461871,121708,392171,119840,148558.93,49320.94,30.24,37.48,144737.34,37404.51,31.34,30.73
d121521-0min-0Pi-gtr1-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16723,31,539.452,55.743,99.863,459631,481033,438976,453482,392169,435229,118082.72,140983.39,25.69,29.31,116582.77,140609.78,26.56,31.01
d121521-0min-0Pi-gtr1-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,16746,31,540.194,55.820,55.820,460005,481593,439181,453670,392169,435229,118506.63,141718.31,25.76,29.43,116857.05,140864.05,26.61,31.05
d121521-0min-0Pi-gtr1-R1,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,16723,31,539.452,55.743,55.743,9522,N/A,8521,N/A,9660,N/A,4946.04,N/A,51.94,N/A,3961.51,N/A,46.49,N/A
d121521-0min-0Pi-gtr1-R1,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,16746,31,540.194,55.820,58.172,460005,84,439181,83,392169,86,118506.63,8.47,25.76,10.03,116857.05,7.41,26.61,8.93
d121521-0min-0Pi-gtr1-R1,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28787,31,928.613,95.957,95.957,491202,102,461871,91,392171,92,148558.93,42.72,30.24,41.78,144737.34,16.31,31.34,17.92
d121521-0min-0Pi-gtr1-R1,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,34,882.353,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d121521-0min-0Pi-gtr1-R1,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28523,34,838.912,95.077,95.077,519604,135509,493272,126350,437214,117806,151438.05,48826.20,29.14,36.03,156282.35,38018.31,31.68,30.09
d121521-0min-0Pi-gtr1-R1,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,16028,34,471.412,53.427,99.757,478764,502629,461473,478547,474132,406580,119907.13,144286.45,25.05,28.71,122745.19,147746.28,26.60,30.87
